p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,
9.16E-05,0.439880251,0.667,0.492,5,Gm15427,,,,,,,,
1.42E-05,0.439563057,0.794,0.59,5,Rpl26,,,,,,,,
0.000156542,0.438839855,0.559,0.358,5,Rps10,,,,,,,,
1.11E-08,0.438158116,0.931,0.734,5,Rps9,,,,,,,,
0.009098018,0.436879661,0.441,0.323,5,Rhoa,,,,,,,,
8.92E-05,0.435809083,0.549,0.358,5,2010107E04Rik,,,,,,,,
0.007281236,0.42884493,0.167,0.085,5,Prdx4,,,,,,,,
7.06E-06,0.420951829,0.843,0.623,5,mt-Nd4,,,,,,,,
0.000857455,0.4176577,0.598,0.471,5,Chchd2,,,,,,,,
0.000169492,0.41741781,0.549,0.367,5,Rpl10a,,,,,,,,
8.08E-06,0.413253908,0.784,0.596,5,Rps11,,,,,,,,
0.003695627,0.412386163,0.284,0.188,5,Cct8,,,,,,,,
0.006604834,0.407816812,0.216,0.1,5,Morf4l2,,,,,,,,
5.95E-05,0.406887165,0.167,0.053,5,Cnn3,,,,,,,,
0.001352007,0.40619652,0.559,0.401,5,Rpl27a,,,,,,,,
5.95E-92,3.692590931,0.862,0.082,6,Id3,,Muscle progenitor cell,,,,,,
1.25E-80,3.308848684,0.805,0.028,6,Egr1,,,,,,,,
2.72E-101,3.09458147,0.966,0.217,6,Fos,,,,,,,,
7.72E-102,3.003172215,0.931,0.252,6,Gpx3,,,,,,,,
4.65E-46,2.872809941,0.517,0.05,6,Mt2,,,,,,,,
1.43E-59,2.851771027,0.678,0.02,6,Meg3,,,,,,,,
3.32E-85,2.843874272,0.92,0.184,6,Junb,,,,,,,,
1.33E-56,2.679989721,0.586,0.01,6,Chodl,,,,,,,,
7.43E-47,2.661901826,0.575,0.033,6,Hes1,,,,,,,,
1.20E-44,2.544099802,0.655,0.19,6,Mt1,,,,,,,,
1.83E-50,2.511210753,0.563,0.168,6,Dnajb1,,,,,,,,
7.52E-53,2.404457774,0.77,0.151,6,Jun,,,,,,,,
2.34E-31,2.367468811,0.345,0.005,6,Cyr61,,,,,,,,
1.35E-36,2.345461211,0.391,0.008,6,Fosb,,,,,,,,
2.17E-38,2.329835291,0.506,0.02,6,Socs3,,,,,,,,
1.05E-22,2.28410883,0.264,0.006,6,Errfi1,,,,,,,,
7.11E-57,2.206951125,0.782,0.207,6,Btg2,,,,,,,,
5.61E-89,2.182912534,0.943,0.502,6,Ubc,,,,,,,,
7.15E-25,2.1793126,0.471,0.091,6,Hspb1,,,,,,,,
1.31E-30,2.148320795,0.368,0.01,6,Fxyd6,,,,,,,,
1.53E-60,2.14748969,0.885,0.35,6,Zfp36,,,,,,,,
9.37E-44,2.128448024,0.793,0.182,6,Hspa1a,,,,,,,,
5.45E-45,2.106486875,0.724,0.133,6,Crip2,,,,,,,,
1.42E-32,2.101847232,0.391,0.007,6,Gas1,,,,,,,,
7.25E-33,2.089624514,0.483,0.139,6,Cebpd,,,,,,,,
5.64E-33,2.076221603,0.471,0.024,6,Itm2a,,,,,,,,
1.37E-34,2.074605343,0.448,0.027,6,Pdlim4,,,,,,,,
4.80E-56,2.063568579,0.839,0.212,6,Ier2,,,,,,,,
8.99E-27,2.023899004,0.471,0.051,6,Atf3,,,,,,,,
2.65E-28,2.019236467,0.575,0.134,6,Dusp1,,,,,,,,
2.18E-27,1.977345506,0.402,0.047,6,Klf9,,,,,,,,
3.91E-22,1.951909521,0.299,0.013,6,Sdc4,,,,,,,,
3.11E-69,1.914289538,0.954,0.421,6,Gnas,,,,,,,,
2.03E-30,1.907746753,0.345,0.014,6,Crlf1,,,,,,,,
4.48E-23,1.800053651,0.379,0.026,6,Htra3,,,,,,,,
4.09E-20,1.790780197,0.253,0.006,6,Adamts1,,,,,,,,
1.37E-22,1.748605423,0.517,0.095,6,Nr4a1,,,,,,,,
3.12E-21,1.604327403,0.414,0.078,6,Jund,,,,,,,,
2.58E-12,1.577774675,0.23,0.02,6,Vgll2,,,,,,,,
7.69E-19,1.555411525,0.356,0.031,6,Serpinh1,,,,,,,,
4.25E-18,1.554927341,0.31,0.125,6,Mat2a,,,,,,,,
3.25E-18,1.525450442,0.333,0.04,6,Cnn3,,,,,,,,
9.24E-13,1.508044815,0.195,0.011,6,Acta2,,,,,,,,
3.62E-19,1.484853355,0.241,0.008,6,Dag1,,,,,,,,
8.24E-17,1.484594,0.23,0.012,6,Pdpn,,,,,,,,
4.90E-17,1.482295377,0.195,0.002,6,Chrnb1,,,,,,,,
5.41E-25,1.466765012,0.391,0.033,6,Serping1,,,,,,,,
2.77E-34,1.461870133,0.839,0.303,6,Cd63,,,,,,,,
1.26E-14,1.451120876,0.172,0.003,6,Heyl,,,,,,,,
2.31E-20,1.444228848,0.356,0.047,6,Vcam1,,,,,,,,
1.99E-15,1.434733427,0.402,0.109,6,Pnrc1,,,,,,,,
1.40E-14,1.43465375,0.333,0.094,6,Ifrd1,,,,,,,,
1.97E-17,1.427240896,0.195,0.002,6,Pax7,,,,,,,,
2.04E-20,1.424460487,0.276,0.013,6,Sdpr,,,,,,,,
4.74E-48,1.42084099,0.828,0.146,6,Sparc,,,,,,,,
4.94E-18,1.419951583,0.437,0.098,6,Ctsl,,,,,,,,
4.31E-18,1.396796992,0.425,0.107,6,Zfas1,,,,,,,,
2.10E-14,1.36919719,0.172,0.005,6,Maff,,,,,,,,
5.90E-12,1.365800296,0.299,0.055,6,Tuba1a,,,,,,,,
3.63E-14,1.363882295,0.161,0.004,6,Fgfr1,,,,,,,,
9.29E-26,1.361848751,0.667,0.297,6,Gas5,,,,,,,,
2.29E-12,1.355018927,0.172,0.006,6,Cdh15,,,,,,,,
4.04E-12,1.346521078,0.172,0.009,6,Spry1,,,,,,,,
1.14E-15,1.338307639,0.356,0.049,6,Fxyd1,,,,,,,,
2.92E-16,1.314817244,0.207,0.005,6,Bmp4,,,,,,,,
9.65E-17,1.304774014,0.448,0.169,6,2410006H16Rik,,,,,,,,
2.51E-28,1.299996929,0.724,0.343,6,Eef2,,,,,,,,
1.89E-10,1.299541719,0.31,0.092,6,Ier3,,,,,,,,
1.14E-10,1.290124354,0.184,0.015,6,Prelp,,,,,,,,
2.96E-14,1.283782521,0.31,0.044,6,Ndrg2,,,,,,,,
1.14E-12,1.277285333,0.195,0.01,6,Bhlhe40,,,,,,,,
5.99E-15,1.272046351,0.379,0.199,6,Hspa5,,,,,,,,
3.75E-09,1.266109921,0.264,0.054,6,Cdkn1a,,,,,,,,
1.35E-11,1.264750764,0.448,0.193,6,Nfkbia,,,,,,,,
6.26E-11,1.250773598,0.23,0.027,6,Zfp36l1,,,,,,,,
1.22E-11,1.233107887,0.287,0.06,6,Ptms,,,,,,,,
2.74E-09,1.23221685,0.161,0.011,6,Hsp25-ps1,,,,,,,,
6.71E-34,1.22371602,0.885,0.474,6,Eef1a1,,,,,,,,
7.29E-28,1.207196372,0.793,0.398,6,Rpl36a,,,,,,,,
5.85E-13,1.190691677,0.195,0.036,6,Ppp1r14b,,,,,,,,
7.33E-11,1.170778631,0.356,0.124,6,Sqstm1,,,,,,,,
4.71E-25,1.163417293,0.747,0.394,6,Rps4x,,,,,,,,
9.73E-39,1.162029009,0.977,0.599,6,Rps19,,,,,,,,
1.05E-10,1.161780792,0.241,0.039,6,Pmp22,,,,,,,,
1.88E-39,1.15694358,0.977,0.626,6,Rpl37,,,,,,,,
5.40E-26,1.155431823,0.862,0.469,6,Rps18,,,,,,,,
5.56E-51,1.144244011,1,0.776,6,Rpl13,,,,,,,,
6.40E-27,1.143167866,0.793,0.475,6,mt-Nd2,,,,,,,,
3.81E-42,1.139728084,1,0.706,6,mt-Cytb,,,,,,,,
4.94E-40,1.123680412,0.966,0.685,6,Rps14,,,,,,,,
4.89E-08,1.122690983,0.172,0.035,6,Nfkbiz,,,,,,,,
1.10E-10,1.111991924,0.253,0.117,6,Gltscr2,,,,,,,,
2.28E-08,1.108566038,0.184,0.021,6,S100a16,,,,,,,,
3.60E-28,1.10111911,0.897,0.584,6,Rpl26,,,,,,,,
1.31E-08,1.096915427,0.218,0.036,6,Ddah2,,,,,,,,
1.16E-22,1.093322059,0.793,0.484,6,Gm15427,,,,,,,,
1.04E-10,1.092313179,0.575,0.279,6,Lgals1,,,,,,,,
1.08E-21,1.092205782,0.782,0.443,6,Rps28,,,,,,,,
1.94E-08,1.087227733,0.195,0.024,6,Nrep,,,,,,,,
3.32E-09,1.082186857,0.218,0.073,6,Lmna,,,,,,,,
2.18E-22,1.079560367,0.897,0.553,6,Hspa8,,,,,,,,
2.52E-25,1.078660992,0.885,0.522,6,Rpl36,,,,,,,,
1.38E-08,1.071836541,0.161,0.032,6,Bmyc,,,,,,,,
1.71E-08,1.070528545,0.161,0.013,6,Fscn1,,,,,,,,
7.59E-25,1.070387026,0.805,0.459,6,Rps21,,,,,,,,
1.81E-09,1.063413444,0.195,0.044,6,1110038B12Rik,,,,,,,,
6.97E-14,1.063342001,0.356,0.062,6,Des,,,,,,,,
8.35E-27,1.061514629,0.92,0.533,6,Rps23,,,,,,,,
3.06E-14,1.061109875,0.402,0.168,6,Rpl37rt,,,,,,,,
1.59E-07,1.056663039,0.161,0.017,6,Cd200,,,,,,,,
2.97E-21,1.029096308,0.816,0.459,6,Rpl38,,,,,,,,
1.28E-07,1.01342979,0.218,0.06,6,Anxa6,,,,,,,,
1.11E-31,1.01166634,0.977,0.767,6,Rpl18a,,,,,,,,
2.86E-16,1.009263253,0.586,0.313,6,Eef1b2,,,,,,,,
6.30E-25,1.00908833,0.92,0.572,6,Rplp1,,,,,,,,
5.54E-08,1.008750178,0.161,0.025,6,Cd151,,,,,,,,
1.38E-12,1.008383559,0.368,0.131,6,Hmgn1,,,,,,,,
1.54E-35,1.007835854,0.977,0.731,6,Rps27,,,,,,,,
4.75E-11,1.004726311,0.218,0.068,6,Cd63-ps,,,,,,,,
2.45E-07,0.996522802,0.172,0.021,6,Zbtb20,,,,,,,,
3.65E-26,0.995121803,0.874,0.624,6,mt-Nd4,,,,,,,,
1.36E-09,0.992207324,0.264,0.136,6,Gm5805,,,,,,,,
3.35E-23,0.987585243,0.839,0.579,6,Rpl37a,,,,,,,,
1.23E-20,0.981965086,0.793,0.517,6,Rpl21,,,,,,,,
1.18E-18,0.978063691,0.77,0.439,6,Rpl17,,,,,,,,
8.29E-05,0.977164881,0.161,0.067,6,Glul,,,,,,,,
5.10E-09,0.975235703,0.471,0.198,6,Gstm1,,,,,,,,
4.82E-14,0.973386805,0.287,0.144,6,Rpl10a-ps1,,,,,,,,
7.93E-17,0.973306614,0.701,0.391,6,Rpl27a,,,,,,,,
1.69E-21,0.968819754,0.885,0.584,6,Rpl14,,,,,,,,
5.80E-08,0.967315547,0.184,0.029,6,2010111I01Rik,,,,,,,,
1.03E-25,0.964960912,0.92,0.619,6,Rps3a1,,,,,,,,
5.83E-08,0.961795551,0.218,0.101,6,Rps27rt,,,,,,,,
5.14E-24,0.960472966,0.897,0.593,6,Rpl4,,,,,,,,
1.39E-19,0.956671225,0.851,0.52,6,Rpl23a,,,,,,,,
4.91E-21,0.952927584,0.851,0.49,6,Rpl30,,,,,,,,
2.57E-06,0.951977866,0.195,0.072,6,Slc38a2,,,,,,,,
1.86E-08,0.949420582,0.379,0.194,6,Cd82,,,,,,,,
1.85E-17,0.948871744,0.713,0.412,6,Rpl9,,,,,,,,
4.45E-09,0.946279681,0.356,0.194,6,Hspe1,,,,,,,,
4.33E-07,0.945700234,0.195,0.053,6,Tmem109,,,,,,,,
3.61E-31,0.942972572,0.977,0.7,6,Rpl32,,,,,,,,
2.51E-06,0.942379748,0.161,0.041,6,Dcakd,,,,,,,,
1.72E-10,0.939350497,0.448,0.245,6,Rpl22l1,,,,,,,,
2.43E-22,0.937607732,0.908,0.617,6,Rplp0,,,,,,,,
9.00E-09,0.935795585,0.264,0.098,6,Idh2,,,,,,,,
2.44E-11,0.923365756,0.207,0.024,6,Prkcdbp,,,,,,,,
1.66E-11,0.920844564,0.529,0.314,6,Myl12a,,,,,,,,
2.62E-16,0.920301527,0.851,0.496,6,Rpl3,,,,,,,,
2.13E-14,0.912831191,0.575,0.367,6,Rpl10a,,,,,,,,
4.01E-07,0.912765602,0.161,0.035,6,Tcf4,,,,,,,,
1.23E-17,0.911538104,0.782,0.53,6,Rps7,,,,,,,,
4.65E-22,0.911398376,0.908,0.601,6,Rps26,,,,,,,,
1.89E-06,0.909370237,0.184,0.076,6,Klhdc2,,,,,,,,
5.15E-16,0.908427478,0.828,0.486,6,Rps5,,,,,,,,
4.58E-11,0.905917799,0.391,0.218,6,Rpl24,,,,,,,,
2.60E-07,0.903072132,0.287,0.144,6,Use1,,,,,,,,
1.32E-06,0.899303772,0.184,0.039,6,Ank1,,,,,,,,
1.58E-18,0.899078684,0.851,0.555,6,Rps24,,,,,,,,
1.96E-07,0.89750598,0.161,0.033,6,Tspan3,,,,,,,,
7.21E-08,0.883552937,0.356,0.164,6,Laptm4a,,,,,,,,
4.15E-19,0.8801388,0.885,0.595,6,Rps3,,,,,,,,
3.22E-07,0.870216319,0.161,0.034,6,Fcgrt,,,,,,,,
8.64E-10,0.869660793,0.437,0.241,6,Gm2000,,,,,,,,
1.24E-15,0.868497703,0.793,0.502,6,Rpl18,,,,,,,,
3.21E-17,0.868252816,0.793,0.532,6,Rpl7,,,,,,,,
5.95E-18,0.8681545,0.885,0.573,6,Rpl11,,,,,,,,
1.57E-23,0.865810773,0.943,0.736,6,Rps9,,,,,,,,
3.19E-10,0.864217112,0.575,0.308,6,Rack1,,,,,,,,
1.48E-15,0.862047248,0.782,0.514,6,Rps16,,,,,,,,
1.61E-15,0.861519986,0.759,0.481,6,Rps15,,,,,,,,
2.71E-17,0.858826497,0.793,0.513,6,Rpl35,,,,,,,,
1.81E-13,0.853663238,0.736,0.456,6,Rpl35a,,,,,,,,
7.18E-08,0.834665565,0.414,0.178,6,Anxa5,,,,,,,,
9.22E-17,0.827517519,0.759,0.527,6,Rpl23,,,,,,,,
2.29E-14,0.826610723,0.701,0.496,6,Rpl34,,,,,,,,
9.06E-06,0.825576653,0.241,0.101,6,Rtn4,,,,,,,,
3.10E-16,0.822849366,0.897,0.584,6,Rpl10,,,,,,,,
2.05E-10,0.820812424,0.598,0.37,6,Rps6,,,,,,,,
4.25E-05,0.816483128,0.184,0.067,6,Ppp1r15a,,,,,,,,
6.06E-06,0.806261299,0.184,0.054,6,Tmem176b,,,,,,,,
9.52E-20,0.806213877,0.92,0.564,6,Rps2,,,,,,,,
8.82E-07,0.805187105,0.172,0.079,6,Atp6v1a,,,,,,,,
5.09E-15,0.804372874,0.828,0.564,6,Rps15a,,,,,,,,
1.21E-06,0.800618557,0.23,0.133,6,Rps23-ps1,,,,,,,,
7.78E-14,0.793082108,0.736,0.488,6,Rpl31,,,,,,,,
1.42E-12,0.791124612,0.782,0.493,6,Rpl39,,,,,,,,
4.07E-13,0.787684903,0.747,0.516,6,Rps20,,,,,,,,
4.02E-05,0.785771947,0.172,0.09,6,Malat1,,,,,,,,
5.54E-10,0.782071511,0.701,0.464,6,Rpl19,,,,,,,,
5.00E-14,0.776389852,0.782,0.581,6,Rps27a,,,,,,,,
8.51E-14,0.774841534,0.793,0.481,6,Rps8,,,,,,,,
6.69E-11,0.774572998,0.632,0.367,6,Naca,,,,,,,,
6.61E-06,0.773971434,0.276,0.173,6,Rpl14-ps1,,,,,,,,
1.25E-07,0.772058437,0.161,0.108,6,Gm11361,,,,,,,,
2.50E-05,0.771447226,0.264,0.162,6,Dnaja1,,,,,,,,
5.77E-12,0.769705535,0.793,0.522,6,Rplp2,,,,,,,,
5.51E-08,0.756959485,0.299,0.211,6,Rps6-ps4,,,,,,,,
1.43E-12,0.755501405,0.851,0.554,6,Rpsa,,,,,,,,
1.87E-10,0.755208712,0.759,0.48,6,Rps12,,,,,,,,
1.99E-13,0.755019989,0.678,0.528,6,Tpt1,,,,,,,,
5.70E-11,0.754530423,0.782,0.465,6,Rps17,,,,,,,,
2.30E-13,0.75023585,0.851,0.593,6,Rps11,,,,,,,,
3.60E-07,0.740446491,0.218,0.124,6,Rps19-ps6,,,,,,,,
1.73E-09,0.731761095,0.356,0.204,6,Hsp90aa1,,,,,,,,
2.60E-07,0.731171608,0.195,0.119,6,Rpl3-ps1,,,,,,,,
2.54E-22,0.730319972,0.609,0.167,6,Gsn,,,,,,,,
4.60E-09,0.726709326,0.69,0.451,6,Rpl6,,,,,,,,
5.59E-11,0.723255157,0.379,0.231,6,Gm9794,,,,,,,,
6.18E-07,0.720906916,0.379,0.259,6,Rps16-ps2,,,,,,,,
6.41E-09,0.719561595,0.483,0.317,6,Rpl5,,,,,,,,
2.30E-09,0.715712657,0.494,0.338,6,Gm10736,,,,,,,,
2.65E-16,0.712468364,0.529,0.171,6,Apoe,,,,,,,,
3.09E-09,0.707604715,0.379,0.223,6,mt-Nd5,,,,,,,,
0.000228599,0.707270206,0.184,0.08,6,Ergic3,,,,,,,,
6.52E-08,0.702199583,0.322,0.212,6,Cox7a2l,,,,,,,,
4.46E-07,0.700423018,0.184,0.121,6,Rpl28-ps1,,,,,,,,
0.000463291,0.699981518,0.161,0.076,6,Wsb1,,,,,,,,
2.17E-05,0.692658858,0.253,0.134,6,Eif3e,,,,,,,,
0.002717336,0.681912242,0.218,0.117,6,Btg1,,,,,,,,
5.44E-05,0.679965833,0.172,0.081,6,Map1lc3a,,,,,,,,
1.26E-15,0.675019091,0.943,0.708,6,mt-Co1,,,,,,,,
6.37E-06,0.669750159,0.46,0.29,6,Rpl12,,,,,,,,
1.09E-08,0.666162589,0.552,0.393,6,Rpl15,,,,,,,,
0.00018396,0.661455296,0.218,0.14,6,Ifi27,,,,,,,,
2.45E-07,0.653133911,0.448,0.255,6,Npm1,,,,,,,,
3.28E-08,0.649894241,0.161,0.049,6,Cd34,,,,,,,,
2.19E-08,0.649236929,0.529,0.384,6,Son,,,,,,,,
2.30E-10,0.6449609,0.759,0.543,6,Rps13,,,,,,,,
0.000186807,0.644107218,0.161,0.093,6,Tpt1-ps3,,,,,,,,
1.33E-16,0.631146162,0.276,0.051,6,Cav1,,,,,,,,
8.03E-11,0.63105231,0.851,0.624,6,mt-Nd1,,,,,,,,
1.19E-06,0.629819611,0.31,0.233,6,Pfdn5,,,,,,,,
9.94E-06,0.62540816,0.333,0.225,6,Vim,,,,,,,,
0.000171162,0.620525789,0.23,0.154,6,Rpl13a,,,,,,,,
1.58E-05,0.619331544,0.218,0.151,6,Clk1,,,,,,,,
0.000689052,0.615283739,0.218,0.13,6,Mrpl52,,,,,,,,
1.42E-05,0.613097913,0.23,0.164,6,Rpl10-ps3,,,,,,,,
3.67E-05,0.608182623,0.161,0.081,6,Pdcd10,,,,,,,,
3.13E-08,0.607791894,0.77,0.485,6,Rps25,,,,,,,,
3.01E-06,0.607189232,0.31,0.253,6,Eif3h,,,,,,,,
1.44E-06,0.583176413,0.506,0.395,6,Rpl22,,,,,,,,
0.000232137,0.578930585,0.172,0.12,6,Tsn,,,,,,,,
1.86E-05,0.57329703,0.609,0.448,6,Rpl28,,,,,,,,
2.04E-06,0.570956582,0.345,0.245,6,Eef1g,,,,,,,,
0.000122195,0.56966877,0.287,0.23,6,Rbm39,,,,,,,,
3.21E-07,0.560788502,0.448,0.351,6,Rpl29,,,,,,,,
9.77E-09,0.560730561,0.483,0.367,6,Rps10,,,,,,,,
0.001200683,0.560346498,0.172,0.085,6,Ccnl1,,,,,,,,
0.000556201,0.554961584,0.333,0.197,6,S100a10,,,,,,,,
1.71E-05,0.552538489,0.333,0.278,6,Capns1,,,,,,,,
1.54E-05,0.552167921,0.161,0.108,6,Fundc2,,,,,,,,
6.26E-05,0.551937656,0.184,0.123,6,Rbbp7,,,,,,,,
0.000107933,0.538535686,0.172,0.115,6,Commd3,,,,,,,,
1.38E-06,0.537086433,0.184,0.129,6,Gm10288,,,,,,,,
5.56E-05,0.532162617,0.391,0.321,6,Eif3k,,,,,,,,
6.68E-06,0.528066403,0.414,0.328,6,Hsp90ab1,,,,,,,,
0.000150977,0.504415029,0.322,0.233,6,Ypel3,,,,,,,,
6.56E-08,0.495065787,0.793,0.614,6,Rpl8,,,,,,,,
6.86E-06,0.484408482,0.437,0.371,6,Uqcrh,,,,,,,,
1.69E-11,0.479720889,0.931,0.791,6,Rpl41,,,,,,,,
8.38E-05,0.479685737,0.494,0.382,6,Rpl27,,,,,,,,
0.001437062,0.472169139,0.161,0.109,6,Cnpy2,,,,,,,,
7.44E-09,0.447623149,0.954,0.74,6,Rps29,,,,,,,,
1.13E-05,0.445509419,0.563,0.503,6,Ddx5,,,,,,,,
0.000181335,0.4385034,0.23,0.167,6,Prkar1a,,,,,,,,
4.39E-05,0.41919219,0.322,0.271,6,Gm9843,,,,,,,,
7.64E-09,0.417578661,0.276,0.079,6,Cryab,,,,,,,,
1.39E-25,4.002473229,0.169,0.05,7,Prss34,,Granulocyte monocyte progenitor cell,,,,,,
3.07E-122,3.576225443,0.94,0.275,7,Elane,,,,,,,,
3.42E-90,3.092654434,0.94,0.224,7,Mpo,,,,,,,,
2.52E-72,3.020019235,0.843,0.075,7,Prtn3,,,,,,,,
5.72E-63,2.878068883,0.807,0.098,7,Ctsg,,,,,,,,
1.59E-69,2.635536735,0.807,0.066,7,Ms4a3,,,,,,,,
5.50E-59,2.482605363,0.807,0.056,7,Nkg7,,,,,,,,
2.23E-33,2.071273601,0.651,0.126,7,Fcnb,,,,,,,,
1.68E-44,1.957814776,0.614,0.028,7,Cst7,,,,,,,,
5.09E-44,1.825799538,0.892,0.2,7,Plac8,,,,,,,,
2.06E-45,1.79290436,0.928,0.37,7,Srgn,,,,,,,,
2.58E-36,1.640896317,0.53,0.024,7,Prss57,,,,,,,,
1.28E-24,1.468469835,0.711,0.18,7,Gstm1,,,,,,,,
1.20E-28,1.448198644,0.795,0.214,7,Serpinb1a,,,,,,,,
1.01E-30,1.387817622,0.892,0.301,7,Cd63,,,,,,,,
4.63E-26,1.337237206,0.663,0.117,7,Clec12a,,,,,,,,
1.40E-19,1.209792273,0.663,0.172,7,Lta4h,,,,,,,,
2.26E-19,1.18638615,0.554,0.104,7,Ap3s1,,,,,,,,
1.62E-14,1.180536462,0.542,0.151,7,Calr,,,,,,,,
4.77E-21,1.139861887,0.783,0.255,7,Cmtm7,,,,,,,,
1.80E-17,1.124948722,0.59,0.141,7,Etfb,,,,,,,,
1.77E-15,1.124010684,0.663,0.218,7,Dbi,,,,,,,,
1.53E-20,1.096232539,0.614,0.135,7,Ssr2,,,,,,,,
3.90E-17,1.095501541,0.639,0.184,7,P4hb,,,,,,,,
3.92E-16,1.085308863,0.386,0.051,7,Spn,,,,,,,,
3.46E-15,1.065659716,0.59,0.164,7,Ssr4,,,,,,,,
3.62E-18,1.041571512,0.482,0.079,7,Rnaset2b,,,,,,,,
1.73E-16,1.02514793,0.566,0.134,7,Tmed3,,,,,,,,
1.16E-17,1.021346708,0.627,0.162,7,Rgcc,,,,,,,,
5.71E-19,1.015660712,0.349,0.026,7,Gatm,,,,,,,,
5.12E-21,1.007722645,0.711,0.187,7,Krtcap2,,,,,,,,
1.57E-09,0.998461334,0.229,0.027,7,B4galnt1,,,,,,,,
2.80E-13,0.996539454,0.494,0.122,7,Pdia6,,,,,,,,
1.03E-15,0.982119386,0.759,0.312,7,Sec61b,,,,,,,,
4.31E-15,0.966062629,0.53,0.128,7,Bola2,,,,,,,,
7.22E-13,0.965093216,0.325,0.062,7,Ffar2,,,,,,,,
1.42E-20,0.958219305,0.313,0.016,7,Xpc,,,,,,,,
3.61E-13,0.952264591,0.446,0.099,7,Ramp1,,,,,,,,
3.44E-23,0.942763591,0.422,0.052,7,Cd63-ps,,,,,,,,
1.86E-12,0.941767277,0.41,0.083,7,Atp6ap2,,,,,,,,
5.14E-20,0.940845896,0.349,0.028,7,Adgrg3,,,,,,,,
6.30E-20,0.94016646,0.337,0.023,7,Alas1,,,,,,,,
8.69E-13,0.934831208,0.434,0.097,7,Gng12,,,,,,,,
1.57E-16,0.93481143,0.446,0.079,7,Rnaset2a,,,,,,,,
8.01E-11,0.926400277,0.313,0.052,7,Bri3bp,,,,,,,,
3.87E-19,0.911193504,0.904,0.515,7,Ly6c2,,,,,,,,
4.31E-15,0.906486304,0.843,0.425,7,Hmgn2,,,,,,,,
2.24E-23,0.902636662,0.434,0.05,7,Igfbp4,,,,,,,,
3.87E-09,0.900530257,0.458,0.144,7,Mif,,,,,,,,
5.48E-14,0.877093331,0.277,0.026,7,Vat1,,,,,,,,
1.15E-15,0.869256985,0.325,0.033,7,Mrpl19,,,,,,,,
6.64E-13,0.867737659,0.518,0.142,7,Lamtor2,,,,,,,,
2.45E-12,0.851016767,0.193,0.008,7,Fcor,,,,,,,,
4.09E-11,0.850702966,0.602,0.224,7,1810037I17Rik,,,,,,,,
2.14E-15,0.843308326,0.253,0.02,7,Cldn15,,,,,,,,
3.51E-09,0.833427522,0.265,0.049,7,F630028O10Rik,,,,,,,,
1.09E-08,0.824286164,0.253,0.041,7,Mfsd10,,,,,,,,
3.42E-21,0.820688133,0.566,0.122,7,Napsa,,,,,,,,
2.33E-15,0.818551534,0.699,0.241,7,Gpi1,,,,,,,,
1.12E-13,0.808699225,0.482,0.125,7,Syngr2,,,,,,,,
3.57E-17,0.797164296,0.289,0.025,7,Palm,,,,,,,,
1.64E-11,0.794399214,0.361,0.073,7,Parvg,,,,,,,,
1.94E-09,0.790095068,0.241,0.034,7,1700020L24Rik,,,,,,,,
1.50E-13,0.786224849,0.458,0.12,7,Dstn,,,,,,,,
2.27E-09,0.783798162,0.325,0.07,7,Srm,,,,,,,,
1.17E-08,0.782352703,0.325,0.074,7,Ruvbl2,,,,,,,,
1.51E-21,0.78182283,0.566,0.128,7,Anxa3,,,,,,,,
6.53E-11,0.778135015,0.386,0.087,7,Sfxn1,,,,,,,,
2.10E-14,0.7719163,0.614,0.196,7,Pgd,,,,,,,,
5.00E-13,0.770598854,0.506,0.138,7,Rpn2,,,,,,,,
5.35E-11,0.769558342,0.205,0.015,7,Gpr160,,,,,,,,
2.55E-09,0.76335567,0.349,0.081,7,Rpn1,,,,,,,,
2.91E-16,0.762301018,0.301,0.033,7,Neu1,,,,,,,,
3.22E-15,0.752386433,0.711,0.27,7,Rpl12,,,,,,,,
7.19E-10,0.748780515,0.193,0.016,7,B230118H07Rik,,,,,,,,
9.65E-14,0.747193864,0.47,0.116,7,Stk16,,,,,,,,
7.51E-16,0.745965122,0.506,0.131,7,Igsf6,,,,,,,,
5.20E-13,0.744388012,0.253,0.025,7,Impdh1,,,,,,,,
4.96E-09,0.740240539,0.277,0.051,7,Mapkapk3,,,,,,,,
2.80E-18,0.739984533,0.506,0.125,7,Trem3,,,,,,,,
5.44E-08,0.736590344,0.193,0.023,7,Gtf2f2,,,,,,,,
1.57E-09,0.735708481,0.41,0.116,7,Pdia3,,,,,,,,
5.28E-09,0.735146454,0.639,0.299,7,Tuba4a,,,,,,,,
4.03E-06,0.729120493,0.325,0.101,7,Med21,,,,,,,,
1.53E-12,0.712350058,0.205,0.021,7,Rab44,,,,,,,,
6.08E-06,0.707014054,0.193,0.034,7,Impa2,,,,,,,,
4.49E-14,0.705321441,0.735,0.297,7,Rpl5,,,,,,,,
3.12E-11,0.698091201,0.253,0.035,7,Nucb2,,,,,,,,
2.36E-11,0.696468254,0.217,0.018,7,Atp8b4,,,,,,,,
1.86E-20,0.692292108,0.542,0.137,7,Ltb4r1,,,,,,,,
2.37E-12,0.691501947,0.41,0.104,7,Rasgrp2,,,,,,,,
1.24E-10,0.688126524,0.422,0.115,7,Ddost,,,,,,,,
1.30E-12,0.682941746,0.301,0.05,7,Kdelr2,,,,,,,,
