p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,,
1.63E-249,2.891640469,1,0.269,8,Dbi,,,,,,,,,,
3.30E-167,2.802307778,0.966,0.088,8,Bhmt,,,,,,,,,,
4.70E-177,2.800890422,0.953,0.13,8,Gstm1,,,,,,,,,,
1.11E-232,2.745626659,0.987,0.312,8,Apoa2,,,,,,,,,,
1.64E-200,2.74008,0.973,0.211,8,Apoc3,,,,,,,,,,
8.60E-142,2.731834106,0.852,0.061,8,Akr1c6,,,,,,,,,,
3.95E-171,2.692285847,0.98,0.131,8,Adh1,,,,,,,,,,
1.25E-104,2.672480454,0.732,0.072,8,Serpina1e,,,,,,,,,,
2.07E-212,2.626653177,1,0.292,8,Ttr,,,,,,,,,,
3.88E-112,2.50813217,0.718,0.047,8,Uox,,,,,,,,,,
1.38E-116,2.497699566,0.745,0.045,8,Urah,,,,,,,,,,
2.69E-145,2.477172026,0.919,0.15,8,Serpina1a,,,,,,,,,,
3.95E-120,2.472247104,0.785,0.058,8,Apoc4,,,,,,,,,,
5.80E-128,2.453694981,0.859,0.086,8,Gnmt,,,,,,,,,,
2.61E-118,2.450710984,0.819,0.074,8,Cdo1,,,,,,,,,,
1.05E-93,2.396104937,0.638,0.051,8,Rida,,,,,,,,,,
9.97E-97,2.377223632,0.658,0.041,8,Fbp1,,,,,,,,,,
6.64E-105,2.357660341,0.691,0.045,8,Pcbd1,,,,,,,,,,
1.29E-106,2.339792683,0.799,0.071,8,Mat1a,,,,,,,,,,
4.41E-96,2.331815608,0.685,0.046,8,Arg1,,,,,,,,,,
2.20E-135,2.329756217,0.926,0.187,8,Serpina1c,,,,,,,,,,
2.00E-131,2.299635682,0.919,0.172,8,Serpina1b,,,,,,,,,,
6.57E-105,2.295331805,0.698,0.038,8,Otc,,,,,,,,,,
4.41E-110,2.291746232,0.839,0.094,8,Ass1,,,,,,,,,,
5.11E-101,2.256451697,0.799,0.099,8,Hpd,,,,,,,,,,
3.99E-124,2.242574552,0.893,0.106,8,Phyh,,,,,,,,,,
1.27E-107,2.235996987,0.779,0.074,8,Ddt,,,,,,,,,,
4.22E-99,2.208803012,0.812,0.101,8,Gsta3,,,,,,,,,,
1.52E-95,2.187639735,0.805,0.116,8,Rbp4,,,,,,,,,,
6.21E-81,2.16207721,0.638,0.057,8,Ttc36,,,,,,,,,,
5.57E-165,2.144225874,0.96,0.295,8,Cyb5a,,,,,,,,,,
5.74E-75,2.13626534,0.537,0.034,8,Glyat,,,,,,,,,,
1.46E-77,2.12775078,0.597,0.048,8,Fah,,,,,,,,,,
1.45E-250,2.123148625,1,0.594,8,Apoc1,,,,,,,,,,
1.59E-67,2.092955584,0.564,0.05,8,Rgn,,,,,,,,,,
1.07E-82,2.069678943,0.705,0.09,8,Sord,,,,,,,,,,
1.12E-81,2.054843787,0.624,0.052,8,Adk,,,,,,,,,,
1.48E-104,2.051812562,0.805,0.14,8,Mpc2,,,,,,,,,,
1.82E-73,2.050977198,0.57,0.039,8,Sult2a8,,,,,,,,,,
3.14E-79,2.047640829,0.718,0.123,8,Mup3,,,,,,,,,,
7.37E-72,2.04245727,0.49,0.03,8,Pnpla7,,,,,,,,,,
3.29E-66,2.021730672,0.53,0.039,8,Fxyd1,,,,,,,,,,
1.34E-90,1.997341004,0.698,0.122,8,Atp5k,,,,,,,,,,
2.74E-107,1.97420558,0.752,0.194,8,Atp5g1,,,,,,,,,,
5.30E-75,1.972541773,0.651,0.062,8,Hmgcs2,,,,,,,,,,
1.47E-64,1.967550113,0.557,0.049,8,Ndrg2,,,,,,,,,,
2.56E-101,1.964730339,0.846,0.26,8,Apoa1,,,,,,,,,,
2.47E-67,1.949268872,0.53,0.037,8,Gchfr,,,,,,,,,,
7.92E-61,1.946030001,0.376,0.016,8,Thrsp,,,,,,,,,,
1.14E-67,1.944921487,0.497,0.027,8,Tst,,,,,,,,,,
1.33E-68,1.939782008,0.705,0.131,8,Mgst1,,,,,,,,,,
9.06E-64,1.935206986,0.53,0.061,8,Hagh,,,,,,,,,,
4.09E-69,1.890721203,0.644,0.088,8,Acaa2,,,,,,,,,,
8.32E-56,1.887593708,0.443,0.037,8,Gamt,,,,,,,,,,
1.24E-61,1.88063112,0.349,0.007,8,Fam25c,,,,,,,,,,
1.95E-59,1.871813745,0.497,0.038,8,Inmt,,,,,,,,,,
1.06E-68,1.866840555,0.691,0.124,8,Serpina1d,,,,,,,,,,
8.74E-72,1.851891746,0.685,0.118,8,Hist1h2bc,,,,,,,,,,
8.19E-59,1.845846849,0.584,0.079,8,Crot,,,,,,,,,,
1.17E-51,1.831711349,0.456,0.041,8,Haao,,,,,,,,,,
9.48E-67,1.824378696,0.584,0.092,8,Qdpr,,,,,,,,,,
2.93E-51,1.81398642,0.396,0.024,8,Cmbl,,,,,,,,,,
1.10E-97,1.803518773,0.819,0.222,8,Uqcrq,,,,,,,,,,
2.13E-43,1.80046833,0.389,0.032,8,Hamp,,,,,,,,,,
5.05E-52,1.798416554,0.45,0.039,8,Bphl,,,,,,,,,,
1.50E-53,1.789698486,0.416,0.026,8,Sec14l2,,,,,,,,,,
1.13E-45,1.78603303,0.369,0.028,8,Pecr,,,,,,,,,,
1.08E-71,1.783331279,0.718,0.162,8,Scp2,,,,,,,,,,
6.08E-49,1.775537201,0.423,0.033,8,Agxt,,,,,,,,,,
1.50E-50,1.743634277,0.45,0.04,8,Comt,,,,,,,,,,
5.23E-65,1.74140144,0.631,0.125,8,Etfb,,,,,,,,,,
1.37E-42,1.722585966,0.389,0.032,8,Ang,,,,,,,,,,
1.39E-50,1.716978248,0.436,0.035,8,Gstz1,,,,,,,,,,
4.29E-41,1.704024391,0.383,0.032,8,Sult2a2,,,,,,,,,,
9.58E-45,1.702647771,0.43,0.04,8,Tdo2,,,,,,,,,,
2.86E-47,1.695902509,0.483,0.052,8,Acaa1b,,,,,,,,,,
9.09E-76,1.689944798,0.792,0.201,8,Prdx6,,,,,,,,,,
7.80E-52,1.685926188,0.544,0.101,8,Adh5,,,,,,,,,,
1.63E-52,1.684868633,0.557,0.093,8,Hebp1,,,,,,,,,,
4.37E-73,1.68364835,0.752,0.184,8,Mdh1,,,,,,,,,,
2.11E-88,1.683239704,0.772,0.242,8,Cox7c,,,,,,,,,,
3.26E-43,1.678904612,0.356,0.024,8,Mbl2,,,,,,,,,,
1.25E-39,1.673415524,0.383,0.037,8,Gstt1,,,,,,,,,,
3.36E-43,1.667347573,0.282,0.01,8,Akr1c20,,,,,,,,,,
8.26E-37,1.661622974,0.349,0.034,8,Orm1,,,,,,,,,,
1.40E-73,1.659017432,0.705,0.206,8,2010107E04Rik,,,,,,,,,,
7.23E-51,1.657417022,0.638,0.146,8,Serpina3k,,,,,,,,,,
1.87E-45,1.655710175,0.369,0.022,8,Slc25a47,,,,,,,,,,
4.31E-44,1.654709067,0.369,0.026,8,Atf5,,,,,,,,,,
1.18E-51,1.652477287,0.315,0.009,8,Fabp2,,,,,,,,,,
6.50E-63,1.652115625,0.772,0.186,8,Ahsg,,,,,,,,,,
2.16E-40,1.650473095,0.557,0.131,8,Malat1,,,,,,,,,,
8.32E-43,1.647944507,0.416,0.04,8,Hacl1,,,,,,,,,,
9.55E-56,1.647056214,0.664,0.137,8,Cat,,,,,,,,,,
7.04E-121,1.627452066,0.94,0.381,8,Cox6c,,,,,,,,,,
5.90E-32,1.62539712,0.268,0.021,8,Cyp2c69,,,,,,,,,,
5.72E-69,1.616663344,0.705,0.205,8,Lgals9,,,,,,,,,,
3.76E-43,1.61341798,0.342,0.027,8,Grhpr,,,,,,,,,,
6.06E-38,1.6123684,0.376,0.044,8,Cald1,,,,,,,,,,
4.90E-56,1.605658153,0.658,0.173,8,Usmg5,,,,,,,,,,
1.60E-45,1.587844727,0.537,0.112,8,Ndufc1,,,,,,,,,,
3.91E-57,1.58157022,0.638,0.175,8,Uqcr10,,,,,,,,,,
1.97E-34,1.579403853,0.463,0.086,8,Fgb,,,,,,,,,,
4.91E-38,1.578072418,0.329,0.026,8,Msra,,,,,,,,,,
1.47E-40,1.577109242,0.436,0.05,8,Stard10,,,,,,,,,,
1.61E-42,1.568345115,0.47,0.1,8,Suclg1,,,,,,,,,,
2.35E-61,1.568253314,0.718,0.209,8,Ndufa6,,,,,,,,,,
9.21E-38,1.564416255,0.369,0.033,8,Pck1,,,,,,,,,,
1.39E-38,1.562802518,0.342,0.027,8,Pxmp2,,,,,,,,,,
5.61E-39,1.561095255,0.409,0.06,8,Mpc1,,,,,,,,,,
1.15E-34,1.560487127,0.201,0.004,8,Serpina12,,,,,,,,,,
1.92E-44,1.554800804,0.523,0.112,8,Uqcr11,,,,,,,,,,
8.71E-56,1.55296913,0.638,0.187,8,Ndufb9,,,,,,,,,,
1.59E-47,1.547599284,0.577,0.133,8,Ndufa5,,,,,,,,,,
3.97E-34,1.546421297,0.275,0.019,8,Car5a,,,,,,,,,,
8.79E-35,1.543344475,0.302,0.028,8,Upb1,,,,,,,,,,
5.57E-34,1.541210521,0.369,0.05,8,Ccs,,,,,,,,,,
2.61E-35,1.539412695,0.443,0.074,8,Psen2,,,,,,,,,,
5.35E-37,1.537688677,0.315,0.022,8,Nipsnap1,,,,,,,,,,
4.68E-36,1.529557848,0.362,0.037,8,Selenbp1,,,,,,,,,,
2.07E-37,1.529206299,0.268,0.014,8,Nudt7,,,,,,,,,,
9.42E-78,1.522375454,0.765,0.301,8,Cox7b,,,,,,,,,,
1.62E-39,1.516143122,0.483,0.095,8,Ndufs6,,,,,,,,,,
2.62E-81,1.512078604,0.826,0.32,8,Atp5j,,,,,,,,,,
1.79E-36,1.51005135,0.362,0.032,8,Pah,,,,,,,,,,
6.54E-34,1.506379335,0.396,0.063,8,Cisd1,,,,,,,,,,
1.98E-73,1.501290778,0.819,0.31,8,Ndufa4,,,,,,,,,,
1.27E-44,1.489968069,0.537,0.136,8,Ndufb6,,,,,,,,,,
2.99E-45,1.489764721,0.577,0.128,8,Ndufv3,,,,,,,,,,
4.03E-37,1.481249378,0.262,0.011,8,Gm4952,,,,,,,,,,
2.96E-124,1.467955722,0.96,0.553,8,Chchd2,,,,,,,,,,
7.74E-44,1.467328405,0.57,0.145,8,Ndufb8,,,,,,,,,,
6.33E-31,1.465427641,0.161,0.002,8,Sult3a1,,,,,,,,,,
2.65E-35,1.459390709,0.443,0.117,8,Sdhb,,,,,,,,,,
1.88E-35,1.458852055,0.47,0.102,8,Ech1,,,,,,,,,,
7.53E-31,1.457068319,0.349,0.056,8,Mocs2,,,,,,,,,,
3.98E-35,1.456240523,0.47,0.097,8,Ndufb2,,,,,,,,,,
2.08E-30,1.450468744,0.289,0.027,8,Fdps,,,,,,,,,,
3.89E-52,1.447837202,0.678,0.23,8,Msrb1,,,,,,,,,,
3.06E-27,1.446790827,0.329,0.041,8,Hamp2,,,,,,,,,,
7.82E-85,1.443320337,0.872,0.359,8,Uqcrb,,,,,,,,,,
5.34E-29,1.442523841,0.315,0.041,8,Hmgcs1,,,,,,,,,,
1.19E-35,1.441889322,0.242,0.011,8,Aspdh,,,,,,,,,,
4.89E-30,1.436495004,0.282,0.025,8,Abhd14b,,,,,,,,,,
2.15E-38,1.433966583,0.503,0.144,8,Tmem256,,,,,,,,,,
1.01E-30,1.42066446,0.443,0.115,8,Sult1a1,,,,,,,,,,
8.19E-45,1.41915187,0.557,0.149,8,Uqcrfs1,,,,,,,,,,
8.33E-31,1.418688146,0.322,0.043,8,Pcyt2,,,,,,,,,,
8.66E-30,1.417310663,0.235,0.016,8,Nrn1,,,,,,,,,,
2.17E-97,1.41063702,0.906,0.466,8,Cox6b1,,,,,,,,,,
1.87E-30,1.403538691,0.456,0.111,8,Fabp5,,,,,,,,,,
6.09E-30,1.401049182,0.248,0.015,8,Kyat3,,,,,,,,,,
1.31E-29,1.400309483,0.208,0.009,8,Selenbp2,,,,,,,,,,
5.15E-30,1.395810492,0.409,0.067,8,Fgg,,,,,,,,,,
6.06E-57,1.394058756,0.732,0.249,8,Atp5j2,,,,,,,,,,
8.57E-31,1.387281581,0.409,0.083,8,Dap,,,,,,,,,,
1.40E-51,1.386451377,0.671,0.258,8,Rps27l,,,,,,,,,,
6.54E-68,1.374379722,0.765,0.317,8,Cox7a2,,,,,,,,,,
7.83E-32,1.366929993,0.242,0.012,8,Agmat,,,,,,,,,,
5.18E-26,1.366863509,0.356,0.069,8,Tmem205,,,,,,,,,,
1.25E-28,1.358722492,0.228,0.02,8,9030619P08Rik,,,,,,,,,,
2.19E-19,1.354536938,0.289,0.065,8,Ces1c,,,,,,,,,,
2.17E-26,1.352888521,0.228,0.017,8,Pemt,,,,,,,,,,
6.77E-30,1.350751654,0.315,0.031,8,Nit2,,,,,,,,,,
9.87E-47,1.327107604,0.671,0.247,8,Ndufa2,,,,,,,,,,
1.39E-40,1.325107879,0.611,0.188,8,Ndufa7,,,,,,,,,,
1.61E-24,1.325100258,0.262,0.031,8,Azgp1,,,,,,,,,,
5.64E-38,1.32459876,0.597,0.183,8,Ndufa3,,,,,,,,,,
3.56E-26,1.324246974,0.322,0.048,8,Ethe1,,,,,,,,,,
8.03E-26,1.320034444,0.221,0.015,8,0610005C13Rik,,,,,,,,,,
5.74E-45,1.312590048,0.698,0.245,8,Igf1,,,,,,,,,,
3.70E-24,1.307224134,0.208,0.014,8,Aldh1a7,,,,,,,,,,
3.67E-22,1.304142476,0.268,0.045,8,Glo1,,,,,,,,,,
9.24E-25,1.29962895,0.282,0.034,8,Alad,,,,,,,,,,
1.83E-21,1.298480156,0.275,0.036,8,Sult2a1,,,,,,,,,,
1.62E-29,1.293075055,0.208,0.008,8,Leap2,,,,,,,,,,
6.99E-21,1.291885073,0.268,0.042,8,Eci1,,,,,,,,,,
7.93E-25,1.261507107,0.329,0.047,8,Aldh1a1,,,,,,,,,,
6.23E-24,1.259017278,0.336,0.06,8,Rnase4,,,,,,,,,,
1.12E-21,1.249728138,0.275,0.043,8,Ppa1,,,,,,,,,,
1.06E-23,1.249276205,0.349,0.085,8,Ndufab1,,,,,,,,,,
2.83E-29,1.245201366,0.497,0.153,8,Swi5,,,,,,,,,,
4.15E-23,1.22487341,0.201,0.015,8,Maob,,,,,,,,,,
8.08E-23,1.223780103,0.255,0.035,8,Hadh,,,,,,,,,,
1.21E-20,1.221394644,0.195,0.015,8,Ddah1,,,,,,,,,,
9.29E-22,1.216842712,0.349,0.079,8,Ndufa10,,,,,,,,,,
1.20E-52,1.21523064,0.718,0.356,8,Hint1,,,,,,,,,,
1.21E-20,1.213605838,0.342,0.079,8,Romo1,,,,,,,,,,
2.37E-20,1.211832499,0.268,0.039,8,Decr1,,,,,,,,,,
1.39E-20,1.208132322,0.188,0.014,8,8430408G22Rik,,,,,,,,,,
7.60E-22,1.203943538,0.208,0.016,8,Pipox,,,,,,,,,,
2.68E-19,1.202152078,0.195,0.021,8,Angptl3,,,,,,,,,,
2.00E-19,1.201535896,0.268,0.047,8,Mrps12,,,,,,,,,,
1.35E-20,1.200128545,0.289,0.062,8,Mrpl14,,,,,,,,,,
3.53E-24,1.200114903,0.436,0.118,8,Gpx4,,,,,,,,,,
2.93E-19,1.194834972,0.282,0.053,8,Acot13,,,,,,,,,,
4.38E-28,1.190151429,0.168,0.004,8,A2ml1,,,,,,,,,,
1.47E-20,1.186658775,0.188,0.013,8,Fmo3,,,,,,,,,,
2.66E-20,1.186612496,0.248,0.031,8,Hrg,,,,,,,,,,
2.45E-23,1.185234511,0.201,0.015,8,Rnf125,,,,,,,,,,
1.60E-21,1.185000785,0.295,0.055,8,Errfi1,,,,,,,,,,
2.76E-17,1.178412604,0.215,0.033,8,Ccdc25,,,,,,,,,,
2.35E-20,1.177968885,0.262,0.052,8,Gstp1,,,,,,,,,,
3.91E-19,1.176628746,0.248,0.033,8,Gcdh,,,,,,,,,,
8.18E-20,1.175779563,0.181,0.014,8,Reep6,,,,,,,,,,
1.68E-21,1.175535225,0.168,0.009,8,Tcea3,,,,,,,,,,
2.87E-38,1.17522067,0.644,0.268,8,Rpl36al,,,,,,,,,,
1.06E-21,1.175164488,0.161,0.009,8,Gm2788,,,,,,,,,,
1.98E-98,1.173408424,0.973,0.808,8,Gpx1,,,,,,,,,,
2.06E-21,1.172553279,0.201,0.017,8,Aldh8a1,,,,,,,,,,
1.19E-20,1.17068763,0.369,0.098,8,Timm8b,,,,,,,,,,
4.18E-22,1.169313048,0.362,0.104,8,Txn2,,,,,,,,,,
3.25E-21,1.167337575,0.315,0.064,8,Ugp2,,,,,,,,,,
2.55E-21,1.166353656,0.195,0.013,8,Cyp2c68,,,,,,,,,,
4.03E-18,1.16384717,0.268,0.051,8,Bola3,,,,,,,,,,
1.66E-19,1.162573622,0.208,0.021,8,Dpys,,,,,,,,,,
4.34E-22,1.155700166,0.282,0.043,8,Krt18,,,,,,,,,,
5.55E-20,1.152997355,0.228,0.027,8,Dhrs4,,,,,,,,,,
7.00E-41,1.152210633,0.671,0.326,8,Cox8a,,,,,,,,,,
9.37E-21,1.15072355,0.389,0.109,8,Ndufa12,,,,,,,,,,
1.21E-17,1.149571385,0.282,0.056,8,Dnajc19,,,,,,,,,,
6.21E-20,1.148780993,0.315,0.075,8,Pdap1,,,,,,,,,,
2.27E-19,1.146837093,0.342,0.097,8,Ndufa1,,,,,,,,,,
4.21E-23,1.144738143,0.45,0.136,8,Gsto1,,,,,,,,,,
3.67E-16,1.142394851,0.248,0.055,8,Mrpl34,,,,,,,,,,
4.52E-18,1.141251239,0.221,0.035,8,Slc25a1,,,,,,,,,,
1.70E-20,1.140086492,0.302,0.075,8,Psma4,,,,,,,,,,
1.69E-19,1.140054427,0.268,0.041,8,Cbr1,,,,,,,,,,
2.83E-17,1.139984691,0.255,0.052,8,Lap3,,,,,,,,,,
1.78E-16,1.138743302,0.275,0.06,8,Tuba4a,,,,,,,,,,
1.25E-16,1.136785761,0.309,0.075,8,Apoh,,,,,,,,,,
1.09E-27,1.131922181,0.557,0.208,8,Sec61b,,,,,,,,,,
1.89E-22,1.131690127,0.416,0.14,8,Cyb5r3,,,,,,,,,,
1.06E-17,1.125211017,0.302,0.077,8,Anapc13,,,,,,,,,,
2.73E-18,1.125057528,0.349,0.098,8,2410015M20Rik,,,,,,,,,,
6.79E-37,1.124114322,0.664,0.288,8,Atp5f1,,,,,,,,,,
2.15E-20,1.1212558,0.248,0.03,8,Ttpa,,,,,,,,,,
2.60E-21,1.121146888,0.154,0.007,8,Adh4,,,,,,,,,,
1.42E-19,1.12066313,0.195,0.027,8,Insig2,,,,,,,,,,
3.68E-21,1.120032671,0.161,0.01,8,Fahd1,,,,,,,,,,
1.19E-15,1.11726551,0.181,0.024,8,2310039H08Rik,,,,,,,,,,
2.01E-16,1.116930379,0.174,0.021,8,Tat,,,,,,,,,,
2.02E-44,1.116473865,0.799,0.391,8,Aldh2,,,,,,,,,,
4.01E-15,1.11168603,0.188,0.028,8,Gfer,,,,,,,,,,
4.95E-18,1.10750228,0.208,0.023,8,Cbs,,,,,,,,,,
1.31E-17,1.105793217,0.315,0.076,8,Ak2,,,,,,,,,,
2.64E-17,1.105456548,0.181,0.018,8,Tkfc,,,,,,,,,,
1.58E-15,1.104785724,0.208,0.031,8,Socs2,,,,,,,,,,
3.07E-20,1.104650179,0.188,0.014,8,Cideb,,,,,,,,,,
2.48E-19,1.098553868,0.154,0.012,8,Etnk2,,,,,,,,,,
2.79E-24,1.094805262,0.517,0.187,8,Psmb6,,,,,,,,,,
4.75E-36,1.093496455,0.658,0.326,8,Gapdh,,,,,,,,,,
2.47E-43,1.092576545,0.732,0.378,8,Oaz1,,,,,,,,,,
1.15E-40,1.092024193,0.678,0.366,8,Sod1,,,,,,,,,,
2.07E-15,1.090626708,0.275,0.083,8,Mrps24,,,,,,,,,,
2.08E-15,1.089893047,0.168,0.018,8,Bdh1,,,,,,,,,,
7.78E-22,1.087954687,0.483,0.169,8,Smdt1,,,,,,,,,,
5.99E-18,1.087575813,0.215,0.029,8,Hgd,,,,,,,,,,
1.04E-15,1.086763599,0.208,0.03,8,Ephx2,,,,,,,,,,
8.23E-18,1.086052941,0.275,0.049,8,Hsd17b10,,,,,,,,,,
2.36E-35,1.083373914,0.678,0.317,8,Atp5c1,,,,,,,,,,
7.71E-17,1.078687337,0.188,0.02,8,Tprkb,,,,,,,,,,
1.70E-18,1.077914254,0.181,0.017,8,Echdc2,,,,,,,,,,
2.34E-17,1.075387401,0.181,0.03,8,Fmc1,,,,,,,,,,
2.43E-17,1.072013547,0.174,0.015,8,Bhmt2,,,,,,,,,,
4.17E-15,1.068158326,0.282,0.07,8,Ndufs3,,,,,,,,,,
4.63E-73,1.067367128,0.94,0.627,8,Slc25a5,,,,,,,,,,
3.90E-15,1.066880657,0.242,0.045,8,Asl,,,,,,,,,,
2.02E-18,1.066159836,0.356,0.101,8,Slc25a39,,,,,,,,,,
2.47E-18,1.061506065,0.423,0.145,8,Park7,,,,,,,,,,
6.46E-15,1.061064625,0.268,0.068,8,Hint2,,,,,,,,,,
4.67E-15,1.058504672,0.235,0.044,8,Clpx,,,,,,,,,,
2.85E-15,1.058052418,0.295,0.075,8,Etfa,,,,,,,,,,
2.54E-14,1.056771483,0.262,0.062,8,Higd1a,,,,,,,,,,
4.30E-21,1.05644467,0.161,0.01,8,Sult1d1,,,,,,,,,,
1.92E-23,1.054963544,0.154,0.005,8,Gstm3,,,,,,,,,,
1.84E-15,1.050852533,0.228,0.048,8,Acadvl,,,,,,,,,,
9.18E-43,1.049117909,0.779,0.426,8,Cox6a1,,,,,,,,,,
4.60E-13,1.038458959,0.228,0.052,8,Gadd45gip1,,,,,,,,,,
3.69E-12,1.036486017,0.208,0.042,8,Cyp2e1,,,,,,,,,,
8.45E-18,1.035448721,0.242,0.037,8,Rarres2,,,,,,,,,,
2.16E-12,1.035353995,0.161,0.024,8,Bnip3,,,,,,,,,,
7.65E-16,1.033752261,0.268,0.066,8,Aldh9a1,,,,,,,,,,
3.44E-15,1.029611203,0.174,0.025,8,Pex7,,,,,,,,,,
3.72E-15,1.028622706,0.161,0.021,8,Mpst,,,,,,,,,,
5.04E-17,1.027796013,0.389,0.111,8,Gc,,,,,,,,,,
4.25E-15,1.027157479,0.188,0.026,8,Mkks,,,,,,,,,,
7.28E-14,1.027121604,0.181,0.033,8,Gcsh,,,,,,,,,,
6.84E-18,1.022251219,0.174,0.016,8,Acat3,,,,,,,,,,
9.44E-72,1.02067191,0.732,0.128,8,Clu,,,,,,,,,,
2.61E-22,1.018259996,0.51,0.214,8,Cox5b,,,,,,,,,,
3.01E-19,1.016132045,0.168,0.011,8,Gstt3,,,,,,,,,,
5.43E-14,1.014728255,0.201,0.037,8,D10Jhu81e,,,,,,,,,,
1.34E-13,1.011871415,0.208,0.04,8,Spr,,,,,,,,,,
3.93E-24,1.011648427,0.51,0.222,8,Atp5o,,,,,,,,,,
5.60E-13,1.010748995,0.174,0.025,8,Mettl26,,,,,,,,,,
1.11E-14,1.009912846,0.154,0.015,8,Rbp1,,,,,,,,,,
2.43E-15,1.006859644,0.161,0.02,8,Asgr1,,,,,,,,,,
7.10E-49,1.005594099,0.832,0.502,8,Cox5a,,,,,,,,,,
4.69E-13,1.005074823,0.181,0.034,8,Adi1,,,,,,,,,,
1.44E-28,1.001838214,0.671,0.313,8,Uqcrh,,,,,,,,,,
2.86E-12,0.995674927,0.195,0.037,8,Ak3,,,,,,,,,,
3.94E-12,0.991126369,0.262,0.079,8,Mien1,,,,,,,,,,
8.47E-13,0.990799696,0.154,0.02,8,Apom,,,,,,,,,,
7.28E-12,0.980718838,0.221,0.058,8,Commd6,,,,,,,,,,
8.55E-14,0.98023637,0.349,0.122,8,Ndufb10,,,,,,,,,,
6.08E-17,0.97400893,0.262,0.05,8,H2-Q10,,,,,,,,,,
5.94E-13,0.971893031,0.255,0.064,8,Echs1,,,,,,,,,,
8.74E-13,0.971691192,0.302,0.105,8,Slirp,,,,,,,,,,
1.82E-13,0.970881351,0.168,0.023,8,Rcl1,,,,,,,,,,
1.65E-12,0.968911607,0.188,0.04,8,Dcxr,,,,,,,,,,
3.20E-14,0.966801969,0.262,0.081,8,Pebp1,,,,,,,,,,
1.20E-12,0.96639117,0.289,0.105,8,Idh3b,,,,,,,,,,
9.98E-14,0.962311288,0.342,0.111,8,S100a1,,,,,,,,,,
6.86E-13,0.961016776,0.309,0.095,8,Cycs,,,,,,,,,,
1.11E-11,0.960571748,0.248,0.071,8,Grpel1,,,,,,,,,,
1.24E-12,0.960364914,0.289,0.1,8,Chp1,,,,,,,,,,
8.16E-12,0.959479861,0.235,0.072,8,Lsm6,,,,,,,,,,
3.37E-24,0.958970251,0.651,0.36,8,Trf,,,,,,,,,,
9.00E-13,0.955387856,0.329,0.112,8,Ift20,,,,,,,,,,
9.37E-13,0.954013844,0.248,0.062,8,Fam162a,,,,,,,,,,
8.06E-11,0.952162708,0.221,0.055,8,Acadm,,,,,,,,,,
7.67E-14,0.951030856,0.356,0.12,8,Arpp19,,,,,,,,,,
5.06E-15,0.950809885,0.342,0.115,8,Ndufb3,,,,,,,,,,
7.31E-15,0.945928511,0.161,0.015,8,Baat,,,,,,,,,,
5.15E-12,0.944924731,0.235,0.072,8,Srp19,,,,,,,,,,
1.15E-11,0.943900097,0.228,0.056,8,Mcee,,,,,,,,,,
6.09E-18,0.941242574,0.463,0.227,8,Mif,,,,,,,,,,
3.54E-10,0.938818338,0.221,0.063,8,Iah1,,,,,,,,,,
7.12E-18,0.938624677,0.51,0.209,8,Dynlrb1,,,,,,,,,,
2.83E-17,0.936400051,0.409,0.197,8,Edf1,,,,,,,,,,
2.48E-10,0.934458022,0.161,0.031,8,Pmvk,,,,,,,,,,
2.16E-18,0.931872361,0.268,0.052,8,Krt8,,,,,,,,,,
5.01E-12,0.927685205,0.242,0.073,8,Mrpl15,,,,,,,,,,
2.39E-11,0.925749311,0.289,0.108,8,Ndufa11,,,,,,,,,,
1.48E-10,0.924972984,0.208,0.057,8,Sec61g,,,,,,,,,,
3.61E-20,0.922041874,0.55,0.267,8,Atp5e,,,,,,,,,,
1.96E-25,0.919451639,0.631,0.336,8,Atp5h,,,,,,,,,,
3.99E-11,0.916301741,0.161,0.026,8,Ebpl,,,,,,,,,,
4.05E-11,0.909900221,0.268,0.083,8,Mtch2,,,,,,,,,,
1.86E-10,0.908619548,0.195,0.05,8,Acat1,,,,,,,,,,
1.25E-12,0.902370025,0.356,0.127,8,Ndufv2,,,,,,,,,,
1.87E-09,0.900827069,0.181,0.043,8,Aldh7a1,,,,,,,,,,
5.73E-10,0.900041223,0.154,0.046,8,Mrpl40,,,,,,,,,,
4.49E-12,0.896288511,0.248,0.078,8,Sra1,,,,,,,,,,
1.53E-12,0.895242355,0.195,0.04,8,Hibadh,,,,,,,,,,
8.73E-12,0.888048778,0.154,0.026,8,Pop5,,,,,,,,,,
6.65E-11,0.887185647,0.315,0.112,8,Ndufs4,,,,,,,,,,
3.02E-10,0.885966148,0.168,0.034,8,Ss18l2,,,,,,,,,,
1.93E-12,0.885959583,0.154,0.018,8,Cyp2c37,,,,,,,,,,
1.75E-09,0.885158528,0.235,0.071,8,Ndufb4,,,,,,,,,,
2.00E-18,0.883148179,0.55,0.26,8,Atp5d,,,,,,,,,,
1.30E-11,0.877052871,0.295,0.111,8,Sdhc,,,,,,,,,,
2.31E-10,0.876792803,0.268,0.087,8,Dhrs1,,,,,,,,,,
1.55E-11,0.876575741,0.302,0.107,8,Mrpl30,,,,,,,,,,
5.60E-11,0.874861977,0.302,0.11,8,1810058I24Rik,,,,,,,,,,
3.60E-25,0.874739523,0.698,0.372,8,Rpl38,,,,,,,,,,
6.99E-11,0.872995344,0.228,0.07,8,Copz1,,,,,,,,,,
