p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,,,
2.48E-24,0.588470972,0.298,0.089,8,Gmpr,,,,,,,,,,,
5.26E-23,0.586114013,0.435,0.169,8,Grhpr,,,,,,,,,,,
1.81E-19,0.586111203,0.502,0.232,8,Tcn2,,,,,,,,,,,
5.72E-20,0.585843894,0.314,0.106,8,Sypl,,,,,,,,,,,
1.75E-55,0.584305233,0.976,0.726,8,Dbi,,,,,,,,,,,
1.26E-22,0.577307736,0.733,0.411,8,Etfb,,,,,,,,,,,
3.82E-18,0.576526937,0.357,0.139,8,Thnsl2,,,,,,,,,,,
7.85E-15,0.575817126,0.224,0.065,8,Them7,,,,,,,,,,,
3.43E-17,0.574111421,0.22,0.062,8,Bhmt2,,,,,,,,,,,
1.07E-13,0.571087486,0.176,0.047,8,Pank1,,,,,,,,,,,
3.19E-14,0.569941933,0.176,0.043,8,Tmem19,,,,,,,,,,,
3.40E-21,0.567972649,0.353,0.13,8,Tmem205,,,,,,,,,,,
1.28E-22,0.565012938,0.337,0.112,8,Mfsd4b5,,,,,,,,,,,
1.24E-15,0.564753781,0.349,0.138,8,Tst,,,,,,,,,,,
3.84E-09,0.564577854,0.153,0.046,8,Adtrp,,,,,,,,,,,
1.65E-17,0.56092562,0.329,0.129,8,Smim1,,,,,,,,,,,
4.25E-21,0.553245772,0.306,0.112,8,Aspa,,,,,,,,,,,
8.48E-21,0.548804831,0.239,0.065,8,Coasy,,,,,,,,,,,
4.38E-23,0.545978314,0.525,0.234,8,Cryz,,,,,,,,,,,
4.56E-13,0.542335165,0.176,0.048,8,Gcnt1,,,,,,,,,,,
2.91E-11,0.542072072,0.357,0.172,8,Psmb5,,,,,,,,,,,
9.49E-15,0.541280982,0.169,0.038,8,Afap1l1,,,,,,,,,,,
1.24E-18,0.537180231,0.333,0.122,8,Ctsh,,,,,,,,,,,
2.12E-14,0.535925264,0.153,0.033,8,Macrod1,,,,,,,,,,,
1.52E-12,0.528092963,0.278,0.117,8,Iscu,,,,,,,,,,,
7.92E-13,0.526978708,0.22,0.076,8,Lrp2,,,,,,,,,,,
8.36E-20,0.526283282,0.345,0.131,8,Haao,,,,,,,,,,,
5.10E-14,0.524623305,0.416,0.208,8,Nat8f1,,,,,,,,,,,
1.22E-18,0.524177714,0.435,0.195,8,Hibadh,,,,,,,,,,,
3.31E-20,0.522643344,0.173,0.037,8,Dusp23,,,,,,,,,,,
1.22E-11,0.518787587,0.165,0.049,8,Tpmt,,,,,,,,,,,
1.58E-17,0.518535665,0.302,0.11,8,Upb1,,,,,,,,,,,
5.03E-13,0.515924064,0.259,0.098,8,Bnip3l,,,,,,,,,,,
1.53E-13,0.514981743,0.286,0.112,8,Slc25a17,,,,,,,,,,,
1.01E-15,0.514640066,0.29,0.111,8,Nhp2,,,,,,,,,,,
1.60E-14,0.511679789,0.294,0.115,8,Ccdc107,,,,,,,,,,,
5.87E-14,0.511434912,0.275,0.106,8,Retsat,,,,,,,,,,,
2.40E-14,0.508995958,0.298,0.118,8,Rnf181,,,,,,,,,,,
3.15E-14,0.507356903,0.506,0.269,8,Lamtor5,,,,,,,,,,,
5.22E-14,0.504280043,0.498,0.265,8,Skp1a,,,,,,,,,,,
1.52E-18,0.503949765,0.239,0.073,8,Cdo1,,,,,,,,,,,
5.83E-15,0.503805751,0.314,0.126,8,Fam96a,,,,,,,,,,,
8.61E-10,0.501349434,0.153,0.046,8,Gltp,,,,,,,,,,,
4.19E-19,0.500446644,0.243,0.079,8,Smim22,,,,,,,,,,,
4.35E-19,0.496696906,0.624,0.342,8,Ech1,,,,,,,,,,,
8.17E-14,0.495024494,0.333,0.146,8,Gcsh,,,,,,,,,,,
7.81E-14,0.49463936,0.188,0.052,8,Mccc2,,,,,,,,,,,
3.29E-17,0.492607762,0.369,0.155,8,Gcdh,,,,,,,,,,,
4.16E-13,0.491647732,0.208,0.068,8,Prnp,,,,,,,,,,,
2.33E-20,0.489242621,0.863,0.597,8,Cyb5a,,,,,,,,,,,
1.78E-15,0.489174478,0.239,0.082,8,D630029K05Rik,,,,,,,,,,,
2.29E-14,0.48648101,0.173,0.044,8,Pno1,,,,,,,,,,,
5.95E-10,0.486391903,0.29,0.13,8,Rfk,,,,,,,,,,,
1.09E-16,0.485016318,0.227,0.069,8,Slc22a12,,,,,,,,,,,
1.63E-14,0.483244632,0.341,0.165,8,Mat2a,,,,,,,,,,,
2.98E-14,0.478512576,0.263,0.104,8,Trap1,,,,,,,,,,,
3.82E-17,0.475567148,0.431,0.201,8,Akr7a5,,,,,,,,,,,
2.05E-22,0.47490139,0.267,0.082,8,Gm2a,,,,,,,,,,,
2.00E-09,0.47295474,0.212,0.086,8,Prss8,,,,,,,,,,,
9.40E-18,0.469764543,0.525,0.261,8,Gstt2,,,,,,,,,,,
5.86E-15,0.468561153,0.443,0.22,8,Hagh,,,,,,,,,,,
3.22E-21,0.465831762,0.424,0.18,8,Prelid1,,,,,,,,,,,
1.08E-11,0.463028643,0.231,0.086,8,2310039H08Rik,,,,,,,,,,,
2.42E-87,0.461551565,0.996,0.708,8,Aldob,,,,,,,,,,,
2.24E-13,0.461527783,0.263,0.113,8,Lsm4,,,,,,,,,,,
1.22E-10,0.46059688,0.235,0.097,8,Tcea3,,,,,,,,,,,
9.17E-14,0.460318887,0.337,0.152,8,Mrpl18,,,,,,,,,,,
4.04E-11,0.460117239,0.243,0.098,8,Hoga1,,,,,,,,,,,
9.18E-20,0.456852969,0.859,0.592,8,Hint1,,,,,,,,,,,
2.30E-13,0.453652299,0.525,0.297,8,Vamp8,,,,,,,,,,,
1.10E-11,0.448049368,0.263,0.113,8,Snhg18,,,,,,,,,,,
9.64E-19,0.447445037,0.596,0.329,8,Hint2,,,,,,,,,,,
2.40E-16,0.445584087,0.31,0.129,8,Papss2,,,,,,,,,,,
2.14E-10,0.443596069,0.188,0.065,8,Nit1,,,,,,,,,,,
1.94E-12,0.440522802,0.369,0.181,8,Ddah1,,,,,,,,,,,
5.86E-11,0.440484491,0.208,0.077,8,Gm5617,,,,,,,,,,,
1.07E-10,0.440053453,0.588,0.367,8,Slc25a39,,,,,,,,,,,
5.14E-13,0.437783358,0.18,0.055,8,Fbxo22,,,,,,,,,,,
4.45E-17,0.437698727,0.416,0.19,8,Bnip3,,,,,,,,,,,
9.69E-16,0.434499067,0.204,0.067,8,Scly,,,,,,,,,,,
4.69E-12,0.433836485,0.255,0.105,8,Ube2e1,,,,,,,,,,,
1.82E-10,0.427064194,0.208,0.081,8,Sdr39u1,,,,,,,,,,,
4.57E-10,0.426670693,0.259,0.114,8,Erp29,,,,,,,,,,,
6.31E-12,0.425316813,0.227,0.086,8,Tmem174,,,,,,,,,,,
1.11E-09,0.42510615,0.153,0.048,8,Fhl1,,,,,,,,,,,
4.05E-13,0.424894279,0.267,0.119,8,Nipsnap1,,,,,,,,,,,
1.11E-10,0.422813984,0.184,0.064,8,Wdr18,,,,,,,,,,,
9.13E-16,0.418759476,0.188,0.056,8,Acot12,,,,,,,,,,,
9.33E-13,0.417978443,0.153,0.044,8,Ahcy,,,,,,,,,,,
5.15E-12,0.417970741,0.22,0.088,8,Pcca,,,,,,,,,,,
9.24E-14,0.416946601,0.396,0.209,8,Glrx5,,,,,,,,,,,
1.76E-13,0.416424942,0.184,0.06,8,Scoc,,,,,,,,,,,
9.46E-14,0.414657441,0.792,0.566,8,Rpl35a,,,,,,,,,,,
3.55E-31,0.414445582,0.973,0.853,8,Ndufa4,,,,,,,,,,,
4.88E-16,0.412422486,0.165,0.043,8,Tpk1,,,,,,,,,,,
3.55E-18,0.412204128,0.537,0.275,8,Cyba,,,,,,,,,,,
1.58E-12,0.411833393,0.247,0.1,8,2310009A05Rik,,,,,,,,,,,
7.74E-12,0.409128389,0.373,0.184,8,Ccs,,,,,,,,,,,
2.32E-10,0.404741014,0.361,0.19,8,Calm3,,,,,,,,,,,
3.90E-11,0.403506611,0.204,0.079,8,Aspdh,,,,,,,,,,,
4.59E-14,0.403411463,0.349,0.159,8,0610005C13Rik,,,,,,,,,,,
2.44E-13,0.401979577,0.373,0.185,8,Mettl26,,,,,,,,,,,
8.71E-12,0.401131576,0.412,0.219,8,Emc6,,,,,,,,,,,
4.76E-15,0.400790772,0.765,0.511,8,Rps27l,,,,,,,,,,,
2.37E-12,0.40056457,0.251,0.106,8,Slc22a1,,,,,,,,,,,
0,3.349045702,0.985,0.476,9,S100g,,Distal convoluted tubule_S100g high,,,,,,,,,
1.71631541301899e-309,2.816198891,0.99,0.785,9,Klk1,,,,,,,,,,,
1.56E-171,2.678065378,0.891,0.147,9,Calb1,,,,,,,,,,,
7.82E-141,1.927812967,0.965,0.288,9,Clu,,,,,,,,,,,
5.22E-83,1.718389384,0.711,0.133,9,Pgam2,,,,,,,,,,,
9.15E-58,1.617585532,0.418,0.041,9,Kl,,,,,,,,,,,
5.34E-82,1.576206084,0.781,0.158,9,Tmem52b,,,,,,,,,,,
1.07E-34,1.411236816,0.348,0.049,9,Hsd11b2,,,,,,,,,,,
2.01E-100,1.399267275,0.97,0.388,9,Defb1,,,,,,,,,,,
1.58E-37,1.385326873,0.249,0.016,9,Ltc4s,,,,,,,,,,,
8.31E-31,1.350118433,0.338,0.067,9,Wnk1,,,,,,,,,,,
8.17E-35,1.346199751,0.393,0.083,9,Tspan1,,,,,,,,,,,
1.11E-40,1.304178625,0.542,0.16,9,Nudt4,,,,,,,,,,,
1.83E-36,1.223245534,0.507,0.124,9,Kcnj1,,,,,,,,,,,
8.91E-25,1.143630718,0.264,0.041,9,Scnn1b,,,,,,,,,,,
1.33E-26,1.138615032,0.229,0.026,9,AI838599,,,,,,,,,,,
2.57E-24,1.11861723,0.478,0.176,9,Slc12a3,,,,,,,,,,,
6.07E-38,1.005809903,0.731,0.343,9,Wfdc2,,,,,,,,,,,
2.43E-18,0.975568945,0.209,0.037,9,Kcnj10,,,,,,,,,,,
5.88E-23,0.974400171,0.169,0.012,9,Klk1b5,,,,,,,,,,,
1.53E-19,0.973000955,0.174,0.019,9,Phactr1,,,,,,,,,,,
9.58E-22,0.953683251,0.433,0.156,9,Mal,,,,,,,,,,,
1.65E-22,0.952578787,0.164,0.011,9,Trpv5,,,,,,,,,,,
4.65E-15,0.951210106,0.254,0.075,9,Cdo1,,,,,,,,,,,
8.59E-46,0.940679958,0.891,0.519,9,Atp1a1,,,,,,,,,,,
5.50E-19,0.881194427,0.219,0.038,9,Ptges,,,,,,,,,,,
2.92E-20,0.839861452,0.791,0.513,9,Mt1,,,,,,,,,,,
5.02E-15,0.833829936,0.159,0.027,9,Cav1,,,,,,,,,,,
7.69E-14,0.832098877,0.244,0.062,9,Tesc,,,,,,,,,,,
1.28E-34,0.818294715,0.667,0.247,9,Kng2,,,,,,,,,,,
5.98E-19,0.81353726,0.398,0.133,9,Rhcg,,,,,,,,,,,
2.44E-14,0.809515419,0.448,0.223,9,Cdh16,,,,,,,,,,,
7.65E-11,0.806714748,0.204,0.06,9,Vdr,,,,,,,,,,,
8.93E-11,0.793094378,0.184,0.048,9,Cyp2j6,,,,,,,,,,,
4.49E-64,0.791286062,0.995,0.705,9,Spp1,,,,,,,,,,,
2.97E-44,0.774279308,0.935,0.583,9,Atp1b1,,,,,,,,,,,
1.38E-14,0.756928087,0.433,0.195,9,Aif1l,,,,,,,,,,,
5.00E-08,0.741053163,0.224,0.082,9,Sfrp1,,,,,,,,,,,
8.57E-09,0.723207918,0.159,0.05,9,Trim2,,,,,,,,,,,
7.73E-09,0.711058097,0.184,0.055,9,Papss1,,,,,,,,,,,
1.72E-09,0.701680705,0.164,0.04,9,Hoxb5os,,,,,,,,,,,
2.37E-09,0.673054182,0.269,0.105,9,Kcnj16,,,,,,,,,,,
6.34E-08,0.668076361,0.154,0.048,9,Scd2,,,,,,,,,,,
2.61E-09,0.664877607,0.289,0.115,9,Cldn8,,,,,,,,,,,
5.65E-12,0.660681219,0.229,0.067,9,Sgms2,,,,,,,,,,,
3.16E-13,0.658474286,0.423,0.182,9,Clcnkb,,,,,,,,,,,
5.14E-08,0.649491872,0.328,0.152,9,Hes1,,,,,,,,,,,
3.35E-13,0.637425307,0.433,0.199,9,Cd9,,,,,,,,,,,
1.85E-06,0.61745399,0.279,0.152,9,Btg2,,,,,,,,,,,
2.68E-20,0.612838352,0.756,0.5,9,S100a1,,,,,,,,,,,
2.01E-06,0.602207597,0.358,0.193,9,Mt2,,,,,,,,,,,
9.93E-08,0.592907267,0.184,0.07,9,Tfcp2l1,,,,,,,,,,,
4.35E-10,0.585213405,0.214,0.075,9,Slc16a7,,,,,,,,,,,
4.73E-07,0.581337231,0.244,0.101,9,Ckmt1,,,,,,,,,,,
5.60E-25,0.578581823,0.721,0.347,9,Tmem213,,,,,,,,,,,
2.06E-07,0.554481216,0.249,0.116,9,Gstt3,,,,,,,,,,,
2.55E-14,0.550887367,0.587,0.355,9,Atp6v0e,,,,,,,,,,,
1.58E-06,0.548139189,0.164,0.055,9,Cdh1,,,,,,,,,,,
2.25E-11,0.536069314,0.463,0.235,9,Sh3bgrl3,,,,,,,,,,,
4.68E-29,0.533640909,0.95,0.728,9,Itm2b,,,,,,,,,,,
0.000359775,0.532070058,0.154,0.066,9,Rhbg,,,,,,,,,,,
0.000213629,0.506719214,0.179,0.083,9,Aig1,,,,,,,,,,,
3.17E-14,0.497471856,0.776,0.588,9,Atp6v1f,,,,,,,,,,,
9.83E-05,0.493562953,0.174,0.076,9,Gbas,,,,,,,,,,,
0.000641131,0.478078246,0.229,0.123,9,Wsb1,,,,,,,,,,,
0.000158635,0.476983276,0.169,0.074,9,Smim5,,,,,,,,,,,
3.29E-08,0.471685023,0.488,0.295,9,Ctsd,,,,,,,,,,,
0.000227755,0.470379429,0.174,0.077,9,Cpt1a,,,,,,,,,,,
6.23E-14,0.458876695,0.522,0.27,9,Ier3,,,,,,,,,,,
0.000420768,0.458069913,0.244,0.135,9,Aplp2,,,,,,,,,,,
3.54E-24,0.449111179,0.821,0.503,9,Ly6a,,,,,,,,,,,
9.83E-08,0.425998021,0.517,0.32,9,Rabac1,,,,,,,,,,,
0.000472364,0.424292513,0.234,0.125,9,Gadd45a,,,,,,,,,,,
0.000963028,0.420675224,0.199,0.108,9,Pou3f3,,,,,,,,,,,
0.004170927,0.407013536,0.184,0.101,9,Crip2,,,,,,,,,,,
4.02E-129,3.523295341,0.58,0.029,10,Ccl4,,Macrophage_Ccl4 high ,,,,,,,,,
2.9071621653668e-315,3.136600126,1,0.35,10,Cd74,,,,,,,,,,,
2.87E-247,3.006096571,1,0.18,10,H2-Eb1,,,,,,,,,,,
2.69E-97,2.929785875,0.482,0.023,10,Ccl3,,,,,,,,,,,
1.51E-175,2.902185887,0.767,0.038,10,C1qa,,,,,,,,,,,
1.87E-186,2.891399651,0.798,0.057,10,C1qb,,,,,,,,,,,
1.66E-212,2.789188662,0.974,0.168,10,H2-Aa,,,,,,,,,,,
3.49E-240,2.754734181,0.995,0.271,10,H2-Ab1,,,,,,,,,,,
1.42E-124,2.724081705,0.544,0.015,10,C1qc,,,,,,,,,,,
3.87E-142,2.611795064,0.751,0.052,10,Ctss,,,,,,,,,,,
2.56E-43,2.370531898,0.275,0.019,10,Cxcl2,,,,,,,,,,,
8.94E-82,2.299783877,0.477,0.031,10,Wfdc17,,,,,,,,,,,
2.38E-63,2.298999529,0.466,0.042,10,Il1b,,,,,,,,,,,
2.19E-109,2.272766516,0.674,0.071,10,Fcer1g,,,,,,,,,,,
2.53E-54,2.174663508,0.389,0.04,10,Cd83,,,,,,,,,,,
1.31E-67,1.932106344,0.44,0.051,10,Ctsc,,,,,,,,,,,
1.57E-78,1.913826568,0.585,0.058,10,Cd52,,,,,,,,,,,
5.26E-59,1.879754465,0.585,0.134,10,Lyz2,,,,,,,,,,,
4.12E-73,1.821764766,0.585,0.072,10,Tyrobp,,,,,,,,,,,
8.65E-56,1.815757071,0.477,0.077,10,Cxcl16,,,,,,,,,,,
3.45E-39,1.796592447,0.29,0.024,10,Rgs1,,,,,,,,,,,
7.85E-69,1.793690062,0.632,0.274,10,Apoe,,,,,,,,,,,
1.02E-53,1.779680843,0.249,0.005,10,Mgl2,,,,,,,,,,,
3.40E-54,1.727329801,0.399,0.038,10,H2-DMa,,,,,,,,,,,
1.80E-52,1.709158503,0.394,0.034,10,Laptm5,,,,,,,,,,,
1.39E-38,1.698259553,0.176,0.003,10,Mmp12,,,,,,,,,,,
6.07E-55,1.697548402,0.347,0.021,10,Lcp1,,,,,,,,,,,
1.25E-123,1.678856338,0.984,0.485,10,Tmsb4x,,,,,,,,,,,
1.13E-48,1.678452164,0.254,0.009,10,Slamf9,,,,,,,,,,,
4.09E-51,1.668468173,0.321,0.019,10,Cybb,,,,,,,,,,,
1.07E-50,1.623317899,0.326,0.019,10,Aif1,,,,,,,,,,,
8.09E-36,1.600599851,0.238,0.014,10,Lilr4b,,,,,,,,,,,
4.54E-50,1.556290854,0.28,0.01,10,Unc93b1,,,,,,,,,,,
1.37E-64,1.534974606,0.803,0.4,10,Hspa1a,,,,,,,,,,,
2.61E-39,1.518070617,0.244,0.015,10,Csf1r,,,,,,,,,,,
4.15E-97,1.511063023,0.953,0.458,10,B2m,,,,,,,,,,,
2.62E-33,1.507681305,0.254,0.023,10,Cd68,,,,,,,,,,,
2.46E-48,1.497955362,0.228,0.005,10,Cd72,,,,,,,,,,,
1.44E-45,1.49482875,0.269,0.015,10,Lst1,,,,,,,,,,,
2.41E-38,1.490931061,0.347,0.043,10,Fxyd5,,,,,,,,,,,
2.84E-40,1.484860915,0.28,0.019,10,Spi1,,,,,,,,,,,
1.75E-33,1.461344246,0.259,0.021,10,Lilrb4a,,,,,,,,,,,
1.50E-33,1.456121277,0.29,0.036,10,H2-DMb1,,,,,,,,,,,
7.44E-26,1.432336785,0.171,0.01,10,Cd14,,,,,,,,,,,
6.78E-23,1.429776521,0.295,0.106,10,Hsph1,,,,,,,,,,,
1.09E-24,1.418237415,0.316,0.092,10,Rgs2,,,,,,,,,,,
8.18E-28,1.405634818,0.181,0.01,10,Ccrl2,,,,,,,,,,,
7.68E-39,1.396358433,0.171,0.002,10,Ms4a7,,,,,,,,,,,
1.70E-28,1.387560903,0.207,0.025,10,Fcgr2b,,,,,,,,,,,
6.81E-30,1.376995024,0.171,0.007,10,Gm6377,,,,,,,,,,,
6.95E-31,1.362368893,0.275,0.029,10,Coro1a,,,,,,,,,,,
1.70E-36,1.356796376,0.228,0.012,10,Rgs10,,,,,,,,,,,
1.92E-79,1.334900813,0.896,0.416,10,Cst3,,,,,,,,,,,
4.95E-30,1.333768672,0.223,0.017,10,Plbd1,,,,,,,,,,,
5.80E-32,1.328557025,0.228,0.015,10,Ighm,,,,,,,,,,,
2.93E-33,1.318393165,0.233,0.015,10,Mpeg1,,,,,,,,,,,
2.82E-27,1.303409291,0.565,0.308,10,Dnajb1,,,,,,,,,,,
3.38E-27,1.27907399,0.254,0.032,10,Csf2ra,,,,,,,,,,,
1.64E-35,1.275902555,0.166,0.003,10,C3ar1,,,,,,,,,,,
2.26E-27,1.254347407,0.161,0.008,10,Fcgr4,,,,,,,,,,,
1.54E-30,1.25252436,0.176,0.006,10,Gpr65,,,,,,,,,,,
1.84E-31,1.225230641,0.218,0.014,10,Phf11b,,,,,,,,,,,
8.19E-25,1.224194169,0.181,0.012,10,Ms4a6c,,,,,,,,,,,
2.60E-44,1.223025628,0.741,0.317,10,H2-K1,,,,,,,,,,,
2.73E-27,1.222981922,0.311,0.075,10,Ctsz,,,,,,,,,,,
1.17E-21,1.196010535,0.202,0.023,10,Ccl6,,,,,,,,,,,
6.40E-22,1.178736516,0.254,0.04,10,Ifi27l2a,,,,,,,,,,,
8.48E-40,1.173945708,0.513,0.118,10,Srgn,,,,,,,,,,,
1.80E-26,1.157505153,0.171,0.008,10,Fyb,,,,,,,,,,,
5.20E-23,1.15586893,0.171,0.013,10,Cd86,,,,,,,,,,,
2.34E-28,1.142438135,0.171,0.007,10,Axl,,,,,,,,,,,
1.42E-43,1.13249063,0.782,0.604,10,H3f3b,,,,,,,,,,,
4.51E-47,1.12809912,0.668,0.406,10,Ctsb,,,,,,,,,,,
1.57E-23,1.124842523,0.161,0.01,10,Hcls1,,,,,,,,,,,
2.38E-26,1.120749661,0.446,0.171,10,Ucp2,,,,,,,,,,,
1.21E-24,1.09236397,0.487,0.174,10,H2-D1,,,,,,,,,,,
7.49E-38,1.0852211,0.674,0.336,10,Psap,,,,,,,,,,,
2.82E-22,1.085035135,0.155,0.01,10,Trf,,,,,,,,,,,
2.41E-22,1.074340087,0.166,0.014,10,Arrb2,,,,,,,,,,,
3.53E-16,1.055379206,0.233,0.054,10,Psmb8,,,,,,,,,,,
3.56E-20,1.043930072,0.192,0.024,10,Alox5ap,,,,,,,,,,,
5.39E-20,1.031866175,0.176,0.021,10,Rac2,,,,,,,,,,,
1.17E-12,1.015586556,0.187,0.044,10,AW112010,,,,,,,,,,,
8.25E-23,0.994179016,0.658,0.469,10,Hsp90aa1,,,,,,,,,,,
1.62E-13,0.971949847,0.181,0.046,10,Pea15a,,,,,,,,,,,
4.04E-16,0.968681963,0.161,0.02,10,Efhd2,,,,,,,,,,,
6.60E-13,0.967714584,0.166,0.032,10,Ier5,,,,,,,,,,,
4.95E-17,0.960471063,0.264,0.09,10,Actr3,,,,,,,,,,,
1.70E-15,0.948927224,0.456,0.198,10,Atf3,,,,,,,,,,,
9.74E-15,0.9344978,0.187,0.033,10,Cd53,,,,,,,,,,,
4.54E-14,0.932800822,0.176,0.038,10,H2-Q6,,,,,,,,,,,
5.03E-14,0.913778044,0.228,0.068,10,Ppt1,,,,,,,,,,,
2.67E-13,0.88199769,0.254,0.128,10,Ctsh,,,,,,,,,,,
8.11E-12,0.876296926,0.207,0.067,10,Ifi30,,,,,,,,,,,
9.79E-13,0.866446902,0.342,0.139,10,Nfkbia,,,,,,,,,,,
8.87E-18,0.858595707,0.497,0.234,10,Sh3bgrl3,,,,,,,,,,,
5.90E-13,0.856635854,0.28,0.124,10,Lgmn,,,,,,,,,,,
4.15E-14,0.854682682,0.389,0.169,10,Serinc3,,,,,,,,,,,
1.90E-10,0.831628098,0.223,0.083,10,2410006H16Rik,,,,,,,,,,,
4.29E-09,0.827862905,0.161,0.049,10,Pim1,,,,,,,,,,,
3.04E-11,0.817833735,0.207,0.084,10,Mcl1,,,,,,,,,,,
3.10E-08,0.815901888,0.207,0.075,10,Hspa1b,,,,,,,,,,,
4.74E-26,0.811291917,0.829,0.747,10,Hspa8,,,,,,,,,,,
6.95E-10,0.79596951,0.181,0.069,10,Snx5,,,,,,,,,,,
4.53E-11,0.791869063,0.358,0.16,10,Dusp1,,,,,,,,,,,
5.43E-13,0.749264059,0.404,0.23,10,Npc2,,,,,,,,,,,
5.81E-09,0.740963957,0.233,0.109,10,Sdcbp,,,,,,,,,,,
5.64E-08,0.725447223,0.409,0.252,10,Hspa5,,,,,,,,,,,
2.39E-12,0.714041167,0.389,0.188,10,Zfp36,,,,,,,,,,,
6.79E-10,0.707584634,0.223,0.105,10,Grn,,,,,,,,,,,
2.28E-08,0.705867626,0.212,0.112,10,Coro1b,,,,,,,,,,,
1.08E-09,0.702961405,0.43,0.221,10,Hmox1,,,,,,,,,,,
1.42E-12,0.687050555,0.544,0.31,10,Ly6e,,,,,,,,,,,
1.89E-15,0.683542282,0.534,0.337,10,Arpc2,,,,,,,,,,,
1.24E-08,0.677714062,0.295,0.143,10,Arpc1b,,,,,,,,,,,
3.29E-07,0.669910364,0.207,0.1,10,Gm15427,,,,,,,,,,,
1.04E-08,0.653587429,0.29,0.15,10,Psme1,,,,,,,,,,,
1.02E-20,0.65122539,0.658,0.509,10,Rpl39,,,,,,,,,,,
7.84E-29,0.64385257,0.927,0.768,10,Rpl18a,,,,,,,,,,,
1.23E-06,0.643008113,0.171,0.083,10,Rraga,,,,,,,,,,,
1.57E-24,0.639732382,0.829,0.649,10,Rps24,,,,,,,,,,,
1.72E-06,0.631787005,0.171,0.066,10,Hexa,,,,,,,,,,,
0.000233908,0.624076422,0.187,0.09,10,Phlda1,,,,,,,,,,,
9.85E-16,0.607822755,0.461,0.21,10,Ifitm3,,,,,,,,,,,
4.09E-15,0.598110008,0.606,0.533,10,Hsp90ab1,,,,,,,,,,,
6.26E-10,0.597750419,0.482,0.281,10,Cyba,,,,,,,,,,,
4.58E-30,0.595252919,0.927,0.81,10,Rps29,,,,,,,,,,,
3.19E-18,0.588650534,0.803,0.655,10,Calm1,,,,,,,,,,,
2.79E-06,0.588533337,0.264,0.134,10,Junb,,,,,,,,,,,
7.59E-19,0.581833388,0.751,0.576,10,Rps23,,,,,,,,,,,
2.17E-07,0.580972756,0.181,0.102,10,Gm9843,,,,,,,,,,,
2.40E-05,0.579835272,0.155,0.08,10,Hnrnpu,,,,,,,,,,,
1.76E-18,0.57629972,0.72,0.589,10,Fau,,,,,,,,,,,
1.90E-06,0.568360238,0.192,0.101,10,Ctsa,,,,,,,,,,,
2.34E-06,0.565017771,0.161,0.085,10,Tpm3,,,,,,,,,,,
4.60E-15,0.564180542,0.632,0.492,10,Rps12,,,,,,,,,,,
2.09E-05,0.550368703,0.155,0.065,10,Msn,,,,,,,,,,,
1.62E-06,0.549392802,0.378,0.246,10,Selenop,,,,,,,,,,,
7.71E-21,0.546309469,0.855,0.736,10,Rps9,,,,,,,,,,,
7.47E-12,0.5355956,0.679,0.457,10,Actb,,,,,,,,,,,
1.55E-08,0.532675821,0.337,0.193,10,Hexb,,,,,,,,,,,
0.000111309,0.530314036,0.161,0.098,10,Tuba1b,,,,,,,,,,,
0.003507544,0.518299366,0.176,0.102,10,Crip1,,,,,,,,,,,
2.90E-05,0.516862099,0.223,0.142,10,Tpd52,,,,,,,,,,,
1.27E-06,0.5125918,0.326,0.188,10,Tmsb10,,,,,,,,,,,
5.13E-14,0.504495418,0.56,0.504,10,Cfl1,,,,,,,,,,,
1.84E-08,0.502355611,0.259,0.191,10,Calr,,,,,,,,,,,
2.12E-05,0.500159501,0.244,0.172,10,Pfn1,,,,,,,,,,,
4.31E-16,0.499037189,0.694,0.617,10,Rps11,,,,,,,,,,,
1.17E-16,0.496490763,0.891,0.794,10,Rps27,,,,,,,,,,,
3.42E-07,0.494996476,0.202,0.125,10,Capza2,,,,,,,,,,,
8.32E-05,0.484741579,0.254,0.14,10,Pnrc1,,,,,,,,,,,
3.59E-06,0.470561646,0.337,0.263,10,Cd81,,,,,,,,,,,
8.48E-17,0.467094939,0.705,0.623,10,Rplp2,,,,,,,,,,,
5.10E-15,0.461509486,0.808,0.696,10,Rps15a,,,,,,,,,,,
3.82E-08,0.456255005,0.549,0.436,10,Tmem176b,,,,,,,,,,,
0.005683134,0.449943509,0.155,0.092,10,Nfe2l2,,,,,,,,,,,
6.98E-07,0.447742613,0.689,0.582,10,Ubc,,,,,,,,,,,
6.85E-08,0.440314141,0.523,0.401,10,Rps28,,,,,,,,,,,
7.39E-05,0.438904343,0.347,0.27,10,Rpl12,,,,,,,,,,,
3.28E-14,0.432432022,0.845,0.765,10,Rpl32,,,,,,,,,,,
2.61E-08,0.43000784,0.606,0.479,10,Rps4x,,,,,,,,,,,
0.000132894,0.425955854,0.264,0.189,10,Arhgdia,,,,,,,,,,,
0.006509155,0.424925298,0.161,0.094,10,Cd47,,,,,,,,,,,
5.84E-06,0.416842173,0.404,0.321,10,Cdc42,,,,,,,,,,,
0.007670076,0.416403674,0.218,0.145,10,H2afz,,,,,,,,,,,
1.29E-56,1.642851549,0.533,0.061,11,Cyp4a14,,Proximal tubule cell_Cyp4a14 high,,,,,,,,,
2.59E-52,1.625625241,0.527,0.074,11,Slc22a6,,,,,,,,,,,
