p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,
0.000212533,0.410616309,0.239,0.102,4,Cyth4,,,,,,,,
0.000551255,0.4049292,0.164,0.064,4,Gm9800,,,,,,,,
0.002351098,0.4040437,0.194,0.071,4,Cd9,,,,,,,,
3.37E-128,3.974361629,0.947,0.246,5,Lyz2,,Monocyte,,,,,,
4.12E-73,2.580834502,0.912,0.186,5,Ifitm3,,,,,,,,
2.55E-40,2.322481908,0.789,0.061,5,S100a4,,,,,,,,
4.75E-40,2.277878717,0.702,0.045,5,Ms4a6c,,,,,,,,
1.49E-35,2.245979002,0.702,0.061,5,Lgals3,,,,,,,,
1.31E-33,2.089294639,0.526,0.018,5,Ccr2,,,,,,,,
1.06E-26,1.835219883,0.509,0.025,5,Ccl9,,,,,,,,
1.07E-21,1.805678712,0.368,0.012,5,Gm9733,,,,,,,,
4.38E-24,1.784695008,0.719,0.131,5,Ccl6,,,,,,,,
1.69E-25,1.768662234,0.632,0.066,5,Alox5ap,,,,,,,,
2.99E-43,1.756093913,1,0.286,5,Fcer1g,,,,,,,,
1.84E-19,1.744726381,0.474,0.04,5,Wfdc17,,,,,,,,
9.00E-37,1.738726949,0.947,0.316,5,Cst3,,,,,,,,
4.11E-20,1.732663834,0.368,0.015,5,Clec4a3,,,,,,,,
1.92E-34,1.700709152,0.877,0.325,5,Psap,,,,,,,,
4.42E-22,1.696122742,0.281,0.002,5,F13a1,,,,,,,,
3.64E-18,1.657898694,0.386,0.025,5,Clec4a1,,,,,,,,
7.23E-19,1.657133764,0.667,0.206,5,Apoe,,,,,,,,
9.32E-15,1.653564564,0.509,0.104,5,Anxa2,,,,,,,,
1.59E-24,1.652659026,0.754,0.148,5,Sat1,,,,,,,,
1.36E-18,1.634327318,0.596,0.112,5,Gngt2,,,,,,,,
1.15E-17,1.61521657,0.386,0.024,5,Csf1r,,,,,,,,
8.32E-22,1.612579667,0.509,0.042,5,Ifitm6,,,,,,,,
8.72E-20,1.597731464,0.263,0.003,5,Ace,,,,,,,,
5.56E-20,1.585311026,0.421,0.028,5,Anxa1,,,,,,,,
3.79E-14,1.554484193,0.193,0.004,5,Fn1,,,,,,,,
4.78E-17,1.553125016,0.439,0.04,5,Mpeg1,,,,,,,,
1.26E-20,1.548311118,0.421,0.024,5,Gsr,,,,,,,,
6.83E-22,1.542223255,0.351,0.009,5,Sirpb1c,,,,,,,,
1.38E-08,1.537767492,0.175,0.018,5,Ear2,,,,,,,,
4.95E-20,1.535917952,0.719,0.186,5,S100a6,,,,,,,,
9.28E-15,1.528828816,0.368,0.03,5,Fcgr3,,,,,,,,
4.97E-18,1.525331946,0.246,0.004,5,Tppp3,,,,,,,,
1.69E-23,1.502164216,0.316,0.004,5,Idh1,,,,,,,,
5.43E-09,1.498974217,0.351,0.077,5,Chil3,,,,,,,,
6.23E-19,1.489966475,0.632,0.117,5,Lst1,,,,,,,,
3.20E-14,1.48371567,0.491,0.079,5,Ifitm2,,,,,,,,
1.43E-14,1.476351534,0.316,0.024,5,Mgst1,,,,,,,,
2.26E-19,1.476166089,0.263,0.004,5,Nupr1,,,,,,,,
5.47E-15,1.447284445,0.474,0.064,5,Plbd1,,,,,,,,
1.40E-14,1.440812048,0.404,0.042,5,Hp,,,,,,,,
6.15E-32,1.413783495,0.947,0.393,5,Tyrobp,,,,,,,,
2.86E-16,1.390322923,0.579,0.1,5,Rgs2,,,,,,,,
4.50E-22,1.385091782,0.842,0.345,5,Plac8,,,,,,,,
1.68E-15,1.382321007,0.614,0.131,5,Spi1,,,,,,,,
1.57E-14,1.37828168,0.632,0.249,5,Ly6c2,,,,,,,,
2.45E-08,1.359497068,0.281,0.038,5,Tmem176b,,,,,,,,
6.45E-33,1.352086866,1,0.43,5,Ctss,,,,,,,,
2.99E-14,1.340033647,0.579,0.125,5,Cybb,,,,,,,,
1.27E-10,1.329190102,0.246,0.017,5,Nr4a1,,,,,,,,
3.60E-16,1.32535845,0.702,0.189,5,Prdx5,,,,,,,,
9.29E-32,1.325190186,0.93,0.451,5,Gpx1,,,,,,,,
7.72E-17,1.319838975,0.667,0.148,5,Msrb1,,,,,,,,
7.52E-11,1.298116987,0.368,0.053,5,Csf2ra,,,,,,,,
5.11E-12,1.294234529,0.351,0.038,5,Cd68,,,,,,,,
4.52E-17,1.272883274,0.789,0.234,5,Ctsb,,,,,,,,
1.47E-12,1.245987946,0.579,0.142,5,Adgre5,,,,,,,,
7.13E-13,1.23632804,0.193,0.003,5,Ptpro,,,,,,,,
4.10E-12,1.22972825,0.228,0.008,5,Tifab,,,,,,,,
1.93E-11,1.216928321,0.263,0.018,5,Tgfbi,,,,,,,,
2.32E-10,1.212288047,0.491,0.119,5,Lamp1,,,,,,,,
1.36E-12,1.212251,0.246,0.01,5,Tnfrsf1b,,,,,,,,
1.23E-12,1.208910399,0.211,0.005,5,Ifi204,,,,,,,,
5.08E-07,1.183798919,0.228,0.028,5,Tmem176a,,,,,,,,
9.92E-08,1.182218549,0.404,0.113,5,Vim,,,,,,,,
1.64E-12,1.181519418,0.474,0.084,5,Anxa5,,,,,,,,
1.05E-07,1.172908751,0.263,0.038,5,Pirb,,,,,,,,
3.33E-07,1.159609177,0.281,0.051,5,Fos,,,,,,,,
1.39E-14,1.157820119,0.298,0.016,5,Cd300a,,,,,,,,
1.67E-07,1.14635621,0.211,0.02,5,Nfam1,,,,,,,,
1.51E-08,1.144443744,0.175,0.008,5,Sap30,,,,,,,,
2.09E-11,1.142426059,0.263,0.019,5,Lilrb4a,,,,,,,,
3.69E-12,1.126899241,0.193,0.004,5,Ifi211,,,,,,,,
4.05E-06,1.111969854,0.158,0.014,5,Hpgd,,,,,,,,
1.84E-18,1.108634714,0.86,0.61,5,Crip1,,,,,,,,
7.12E-14,1.105430425,0.544,0.11,5,Prkcd,,,,,,,,
1.23E-08,1.094496143,0.456,0.119,5,Ifngr1,,,,,,,,
1.82E-09,1.074963492,0.211,0.013,5,Scarb1,,,,,,,,
7.88E-06,1.037897759,0.368,0.113,5,Laptm4a,,,,,,,,
1.20E-09,1.023187519,0.228,0.019,5,Igsf6,,,,,,,,
1.43E-06,1.01895889,0.298,0.06,5,Pgd,,,,,,,,
1.02E-07,1.000923204,0.456,0.129,5,Zyx,,,,,,,,
1.21E-09,0.980653496,0.211,0.014,5,Sirpb1a,,,,,,,,
2.45E-09,0.968299759,0.193,0.012,5,Rassf4,,,,,,,,
2.92E-05,0.967559227,0.281,0.067,5,Evi2a,,,,,,,,
1.87E-05,0.959545082,0.298,0.079,5,Tkt,,,,,,,,
3.78E-06,0.957211505,0.281,0.056,5,Fcgr2b,,,,,,,,
4.44E-06,0.948094994,0.211,0.029,5,Fgr,,,,,,,,
0.000284421,0.945491367,0.211,0.047,5,Chmp2b,,,,,,,,
2.79E-06,0.942773142,0.298,0.066,5,Smpdl3a,,,,,,,,
1.17E-10,0.936171758,0.719,0.277,5,Ftl1-ps1,,,,,,,,
2.47E-05,0.935893891,0.193,0.028,5,Clec12a,,,,,,,,
4.36E-07,0.930084973,0.158,0.012,5,Fam234a,,,,,,,,
7.86E-07,0.929275189,0.333,0.075,5,Pitpna,,,,,,,,
9.24E-09,0.925315296,0.175,0.01,5,Hacd4,,,,,,,,
6.36E-06,0.920682472,0.193,0.024,5,Sirpa,,,,,,,,
1.00E-12,0.919323414,0.158,0.001,5,Lyz1,,,,,,,,
2.19E-08,0.918955352,0.193,0.018,5,Stom,,,,,,,,
2.06E-09,0.914682073,0.193,0.012,5,Clec7a,,,,,,,,
3.65E-08,0.90973802,0.263,0.038,5,Trf,,,,,,,,
4.62E-07,0.904994454,0.175,0.017,5,Fes,,,,,,,,
2.87E-08,0.90092423,0.351,0.073,5,Hck,,,,,,,,
1.07E-07,0.900786102,0.298,0.054,5,Wsb1,,,,,,,,
1.33E-05,0.881201405,0.158,0.019,5,I830127L07Rik,,,,,,,,
4.86E-05,0.878370997,0.228,0.046,5,Slfn5,,,,,,,,
0.000215806,0.86732823,0.175,0.03,5,Dram2,,,,,,,,
2.80E-07,0.854662077,0.544,0.196,5,Capza2,,,,,,,,
2.08E-07,0.853349354,0.456,0.152,5,Mrpl33,,,,,,,,
1.23E-07,0.852451903,0.368,0.09,5,Grn,,,,,,,,
6.71E-07,0.850365648,0.158,0.01,5,Ms4a6d,,,,,,,,
5.19E-17,0.833760384,0.93,0.699,5,Ftl1,,,,,,,,
0.000104592,0.832133188,0.298,0.084,5,Irf5,,,,,,,,
2.00E-06,0.830829307,0.193,0.024,5,Mcemp1,,,,,,,,
9.88E-05,0.827147469,0.281,0.075,5,Il17ra,,,,,,,,
0.000473659,0.817756957,0.368,0.148,5,Dbi,,,,,,,,
5.45E-06,0.802322108,0.368,0.113,5,Junb,,,,,,,,
1.04E-07,0.791637452,0.614,0.238,5,Atox1,,,,,,,,
5.51E-06,0.781248291,0.281,0.063,5,Ncf2,,,,,,,,
1.47E-06,0.775897809,0.368,0.106,5,Xbp1,,,,,,,,
1.29E-05,0.772101768,0.211,0.041,5,Rsu1,,,,,,,,
5.09E-08,0.769250677,0.175,0.013,5,Rab32,,,,,,,,
0.006189096,0.768807222,0.228,0.078,5,Mob1a,,,,,,,,
1.10E-09,0.768008807,0.526,0.16,5,Gm2a,,,,,,,,
3.33E-06,0.767411112,0.281,0.077,5,Necap2,,,,,,,,
0.000144985,0.759615693,0.211,0.044,5,Cd44,,,,,,,,
1.69E-07,0.754754908,0.298,0.065,5,Nadk,,,,,,,,
9.70E-08,0.753246284,0.719,0.334,5,Sem1,,,,,,,,
0.000137412,0.753056134,0.228,0.053,5,Eif4ebp1,,,,,,,,
0.000288785,0.749878088,0.421,0.177,5,Ctsc,,,,,,,,
7.72E-08,0.749304971,0.175,0.017,5,Cyp4f16,,,,,,,,
5.41E-05,0.748770083,0.193,0.036,5,Asah1,,,,,,,,
5.63E-07,0.748400219,0.158,0.012,5,Sirpb1b,,,,,,,,
1.20E-06,0.745006732,0.386,0.116,5,Syngr2,,,,,,,,
0.000734568,0.736850178,0.175,0.035,5,Myo1f,,,,,,,,
0.006660945,0.728982792,0.158,0.038,5,Lamp2,,,,,,,,
0.009544249,0.727033028,0.211,0.071,5,Stx7,,,,,,,,
0.000446941,0.726779331,0.316,0.11,5,Pld4,,,,,,,,
0.006646553,0.722682208,0.175,0.048,5,5-Mar,,,,,,,,
0.001648395,0.72244207,0.228,0.07,5,Nrros,,,,,,,,
2.91E-06,0.721889363,0.526,0.205,5,Samhd1,,,,,,,,
1.53E-06,0.72152514,0.579,0.246,5,Taldo1,,,,,,,,
0.00010619,0.7210364,0.456,0.186,5,Ifi30,,,,,,,,
2.66E-06,0.718803148,0.456,0.162,5,Ctsa,,,,,,,,
0.003399956,0.717833359,0.211,0.065,5,Card19,,,,,,,,
4.51E-07,0.70418935,0.754,0.408,5,Lsp1,,,,,,,,
1.10E-05,0.693317463,0.158,0.018,5,Eif4e3,,,,,,,,
1.29E-06,0.686842721,0.772,0.46,5,Ifi27l2a,,,,,,,,
0.00750143,0.684665057,0.211,0.067,5,Fam111a,,,,,,,,
0.000257329,0.672102568,0.175,0.032,5,Mtmr14,,,,,,,,
0.000104453,0.668069702,0.544,0.256,5,Napsa,,,,,,,,
0.001750014,0.66374337,0.158,0.035,5,Rnpep,,,,,,,,
9.54E-05,0.657398133,0.193,0.042,5,Gsto1,,,,,,,,
1.91E-07,0.655869214,0.842,0.508,5,Itm2b,,,,,,,,
5.29E-05,0.6469663,0.561,0.261,5,Tspo,,,,,,,,
0.00282695,0.646216784,0.158,0.036,5,Trpv2,,,,,,,,
0.002748753,0.64423653,0.193,0.055,5,Bloc1s1,,,,,,,,
0.009070984,0.641931698,0.211,0.069,5,Stk38,,,,,,,,
2.74E-05,0.641794418,0.193,0.04,5,Samsn1,,,,,,,,
3.35E-08,0.635296933,0.158,0.017,5,Cebpd,,,,,,,,
8.22E-06,0.632297683,0.737,0.442,5,Fxyd5,,,,,,,,
7.62E-06,0.6289549,0.439,0.162,5,Prr13,,,,,,,,
0.004046505,0.628521184,0.175,0.051,5,Bri3,,,,,,,,
2.14E-06,0.626769989,0.298,0.085,5,Tpd52,,,,,,,,
0.00963611,0.625395996,0.421,0.245,5,Tagln2,,,,,,,,
0.001899294,0.622553826,0.211,0.062,5,Spop,,,,,,,,
2.18E-06,0.620622726,0.193,0.033,5,Atp6v1b2,,,,,,,,
9.01E-05,0.61980076,0.228,0.056,5,Sema4d,,,,,,,,
1.72E-05,0.619630209,0.404,0.148,5,Sh3glb1,,,,,,,,
0.000508504,0.617252099,0.421,0.181,5,Zfp36,,,,,,,,
9.05E-07,0.615608975,0.825,0.485,5,Arpc2,,,,,,,,
8.07E-05,0.613023173,0.228,0.057,5,Scpep1,,,,,,,,
0.000141546,0.610132898,0.596,0.304,5,Npc2,,,,,,,,
0.001372201,0.601463075,0.193,0.054,5,Klf13,,,,,,,,
0.002740278,0.601219256,0.333,0.139,5,Neat1,,,,,,,,
0.000125734,0.599413488,0.491,0.22,5,Bin2,,,,,,,,
0.00683704,0.599216063,0.246,0.091,5,Fmnl1,,,,,,,,
1.80E-05,0.596579605,0.228,0.053,5,Ifnar2,,,,,,,,
9.74E-05,0.596084813,0.246,0.076,5,Spg21,,,,,,,,
3.19E-05,0.59551025,0.544,0.256,5,H2afz,,,,,,,,
0.005717073,0.593849405,0.193,0.061,5,Fibp,,,,,,,,
0.006746521,0.586488213,0.368,0.185,5,Rap1b,,,,,,,,
0.000832616,0.574403798,0.228,0.07,5,Arl5c,,,,,,,,
0.002854086,0.573948437,0.158,0.037,5,BC028528,,,,,,,,
0.00074681,0.569418917,0.263,0.095,5,Slc25a11,,,,,,,,
0.005201022,0.569141785,0.228,0.079,5,Tmem55b,,,,,,,,
0.001636981,0.566877674,0.368,0.159,5,Rap1a,,,,,,,,
0.002568005,0.566216404,0.281,0.106,5,Mtpn,,,,,,,,
0.0021977,0.563215842,0.333,0.152,5,Ier2,,,,,,,,
0.004615565,0.563017299,0.158,0.04,5,Slc35c2,,,,,,,,
0.000255732,0.560562309,0.175,0.04,5,Aif1,,,,,,,,
0.007874623,0.554033086,0.333,0.154,5,Sdcbp,,,,,,,,
0.001817808,0.553199762,0.614,0.369,5,Capzb,,,,,,,,
0.001464136,0.545349307,0.421,0.201,5,Ms4a4c,,,,,,,,
0.003643277,0.543940877,0.175,0.049,5,Inpp5d,,,,,,,,
0.000185239,0.541987302,0.281,0.093,5,Emb,,,,,,,,
0.000514233,0.537237326,0.404,0.175,5,Coro1b,,,,,,,,
7.81E-05,0.528877246,0.807,0.559,5,Arpc1b,,,,,,,,
0.000461641,0.526534811,0.456,0.224,5,Clta,,,,,,,,
0.000269747,0.521804389,0.386,0.161,5,Capns1,,,,,,,,
1.55E-05,0.518664709,0.404,0.164,5,Selenok,,,,,,,,
0.000502201,0.517080032,0.158,0.036,5,Mbp,,,,,,,,
0.009996734,0.51265999,0.158,0.047,5,Ube2f,,,,,,,,
0.000264132,0.510172188,0.193,0.051,5,Ethe1,,,,,,,,
0.000319712,0.509354659,0.263,0.095,5,Tmem9b,,,,,,,,
2.49E-06,0.506225119,0.526,0.261,5,Eno1,,,,,,,,
0.00015361,0.505465682,0.263,0.089,5,Slfn1,,,,,,,,
0.000265534,0.505245464,0.754,0.504,5,Ucp2,,,,,,,,
0.002821004,0.492386586,0.263,0.109,5,Lamtor4,,,,,,,,
2.78E-05,0.491568764,0.175,0.043,5,Pnp,,,,,,,,
6.35E-05,0.482050658,0.474,0.215,5,Gnb2,,,,,,,,
0.005272416,0.473506092,0.158,0.047,5,Sfr1,,,,,,,,
0.004281796,0.468446165,0.333,0.16,5,Taf6l,,,,,,,,
0.005071287,0.463433199,0.263,0.107,5,Atp6v0d1,,,,,,,,
0.000160691,0.462799916,0.228,0.078,5,Fam105a,,,,,,,,
0.007082296,0.458448089,0.351,0.169,5,Fam49b,,,,,,,,
0.00052412,0.457867882,0.193,0.058,5,Vps35,,,,,,,,
0.007420997,0.453588012,0.386,0.197,5,Cytip,,,,,,,,
0.001321857,0.453298236,0.246,0.094,5,Abi3,,,,,,,,
0.00991274,0.44774622,0.298,0.141,5,Tmed9,,,,,,,,
1.20E-05,0.447535116,0.263,0.084,5,Hexa,,,,,,,,
0.000656085,0.4448916,0.298,0.129,5,Ccdc12,,,,,,,,
0.007364639,0.444021537,0.211,0.078,5,Abi1,,,,,,,,
0.001882318,0.438342663,0.246,0.1,5,Glrx3,,,,,,,,
0.000367128,0.435854496,0.754,0.48,5,Serf2,,,,,,,,
0.002149414,0.434706029,0.175,0.062,5,Smim7,,,,,,,,
0.005835633,0.431563019,0.298,0.143,5,Mcl1,,,,,,,,
4.72E-06,0.430546389,0.895,0.604,5,Cyba,,,,,,,,
0.003053608,0.430282031,0.421,0.216,5,Ostf1,,,,,,,,
0.001070636,0.429330066,0.228,0.08,5,Cmpk1,,,,,,,,
0.000111331,0.413501777,0.281,0.1,5,Creg1,,,,,,,,
0.000314872,0.412053509,0.351,0.155,5,Gm9835,,,,,,,,
0.00204523,0.406301293,0.333,0.154,5,Gm12174,,,,,,,,
0.009213211,0.404853394,0.298,0.14,5,Rhog,,,,,,,,
3.85E-73,3.699492223,0.971,0.23,6,S100a8,,Granulocyte,,,,,,
4.65E-69,3.585327697,1,0.182,6,S100a9,,,,,,,,
9.45E-43,3.071878343,0.771,0.103,6,Retnlg,,,,,,,,
1.03E-42,3.045142763,0.8,0.029,6,Il1b,,,,,,,,
1.27E-43,2.796249575,0.886,0.134,6,Ccl6,,,,,,,,
9.98E-49,2.648278325,0.971,0.149,6,Msrb1,,,,,,,,
8.93E-24,2.528089516,0.514,0.011,6,Mmp9,,,,,,,,
1.02E-24,2.491868244,0.571,0.043,6,Hp,,,,,,,,
2.43E-24,2.358836225,0.771,0.126,6,Slpi,,,,,,,,
1.01E-22,2.333950301,0.486,0.011,6,Csf3r,,,,,,,,
5.86E-57,2.31585877,1,0.324,6,S100a11,,,,,,,,
1.24E-18,2.176784186,0.4,0.01,6,Clec4d,,,,,,,,
1.78E-18,2.09454103,0.4,0.006,6,Cd300ld,,,,,,,,
2.81E-22,2.049135935,0.686,0.11,6,Junb,,,,,,,,
2.91E-18,2.042627059,0.486,0.027,6,Gsr,,,,,,,,
1.46E-15,2.008361324,0.286,0.002,6,Cxcr2,,,,,,,,
8.25E-18,1.947528021,0.686,0.105,6,Anxa2,,,,,,,,
1.10E-11,1.930386051,0.429,0.051,6,Fos,,,,,,,,
2.91E-10,1.92935352,0.257,0.013,6,Ifitm1,,,,,,,,
4.09E-14,1.907849226,0.371,0.017,6,Pla2g7,,,,,,,,
9.45E-11,1.892973097,0.314,0.023,6,Mcemp1,,,,,,,,
2.12E-13,1.878036192,0.514,0.083,6,Ifitm2,,,,,,,,
1.85E-08,1.864519455,0.286,0.024,6,Mmp8,,,,,,,,
3.14E-20,1.837591249,0.829,0.19,6,S100a6,,,,,,,,
1.68E-09,1.836061536,0.257,0.017,6,Cebpd,,,,,,,,
7.02E-30,1.785094185,0.971,0.398,6,Tyrobp,,,,,,,,
2.28E-12,1.784226054,0.314,0.021,6,Socs3,,,,,,,,
7.00E-14,1.78274961,0.286,0.006,6,Hdc,,,,,,,,
2.07E-11,1.781525633,0.286,0.014,6,G0s2,,,,,,,,
2.89E-12,1.778498707,0.457,0.066,6,Grina,,,,,,,,
2.79E-14,1.741932849,0.343,0.013,6,Ccr1,,,,,,,,
2.59E-09,1.736460481,0.314,0.029,6,Dusp1,,,,,,,,
3.63E-09,1.732636791,0.286,0.021,6,Fgl2,,,,,,,,
7.73E-13,1.729241212,0.314,0.01,6,H2-Q10,,,,,,,,
5.49E-14,1.723974758,0.314,0.012,6,Pygl,,,,,,,,
3.69E-08,1.72023708,0.257,0.049,6,Wfdc17,,,,,,,,
1.34E-14,1.667132619,0.286,0.006,6,Clec4e,,,,,,,,
8.42E-20,1.662620701,0.743,0.204,6,Txn1,,,,,,,,
1.69E-11,1.655909039,0.514,0.075,6,Alox5ap,,,,,,,,
1.09E-12,1.62188167,0.571,0.131,6,Zyx,,,,,,,,
1.16E-11,1.62178644,0.514,0.096,6,Adipor1,,,,,,,,
2.94E-09,1.591715581,0.314,0.028,6,Pilra,,,,,,,,
1.05E-11,1.569553988,0.343,0.023,6,Jaml,,,,,,,,
5.54E-09,1.566609795,0.2,0.005,6,Scnn1a,,,,,,,,
1.31E-06,1.548282283,0.286,0.036,6,Fcgr3,,,,,,,,
6.84E-16,1.546695602,0.743,0.247,6,Taldo1,,,,,,,,
8.00E-10,1.529537802,0.514,0.086,6,Slfn1,,,,,,,,
3.89E-09,1.514570335,0.286,0.016,6,Lrg1,,,,,,,,
8.87E-10,1.509246662,0.429,0.126,6,Lst1,,,,,,,,
4.47E-10,1.507154282,0.257,0.022,6,Gm12854,,,,,,,,
1.27E-11,1.506487625,0.229,0.003,6,Cd33,,,,,,,,
7.43E-09,1.476081803,0.429,0.093,6,Emb,,,,,,,,
7.76E-10,1.459485339,0.286,0.02,6,Tgfbi,,,,,,,,
1.71E-09,1.453570143,0.229,0.009,6,RP23-325K4.10,,,,,,,,
3.30E-07,1.433723192,0.2,0.013,6,Sirpb1b,,,,,,,,
1.45E-07,1.430950004,0.286,0.037,6,Dhrs7,,,,,,,,
1.66E-11,1.414385141,0.229,0.005,6,Il1rn,,,,,,,,
1.68E-06,1.401935642,0.229,0.036,6,Myo1f,,,,,,,,
3.42E-09,1.400335904,0.229,0.018,6,Cd300lf,,,,,,,,
1.41E-08,1.399511953,0.171,0.002,6,Slfn4,,,,,,,,
1.81E-07,1.392823428,0.171,0.005,6,Mxd1,,,,,,,,
2.04E-06,1.392163475,0.286,0.088,6,Tpd52,,,,,,,,
2.15E-11,1.389977226,0.571,0.137,6,Spi1,,,,,,,,
9.36E-06,1.368652064,0.286,0.066,6,Ncf2,,,,,,,,
1.73E-05,1.365186436,0.286,0.068,6,Nadk,,,,,,,,
8.06E-05,1.359320737,0.229,0.036,6,Anxa1,,,,,,,,
4.78E-10,1.335411153,0.2,0.004,6,Il1f9,,,,,,,,
3.20E-06,1.327863552,0.314,0.057,6,Csf2ra,,,,,,,,
7.32E-09,1.326007648,0.171,0.007,6,Pi16,,,,,,,,
6.28E-08,1.317268889,0.2,0.008,6,Rnf149,,,,,,,,
8.88E-06,1.316917727,0.2,0.023,6,Lilrb4a,,,,,,,,
7.30E-06,1.315956323,0.171,0.008,6,Oasl2,,,,,,,,
0.000115655,1.315910465,0.229,0.051,6,Gsn,,,,,,,,
1.24E-07,1.304864671,0.171,0.008,6,Ikbkap,,,,,,,,
1.40E-05,1.304493435,0.4,0.109,6,Rgs2,,,,,,,,
3.86E-06,1.304321004,0.171,0.01,6,Chil1,,,,,,,,
2.81E-12,1.295807664,0.8,0.28,6,Ftl1-ps1,,,,,,,,
2.49E-08,1.293034158,0.543,0.198,6,Prdx5,,,,,,,,
1.69E-05,1.290922776,0.171,0.014,6,Clec7a,,,,,,,,
1.24E-08,1.28131415,0.457,0.085,6,Lcn2,,,,,,,,
3.06E-05,1.275276969,0.2,0.021,6,Slc2a3,,,,,,,,
1.28E-06,1.26493625,0.2,0.016,6,Sirpb1c,,,,,,,,
8.59E-06,1.262216377,0.229,0.057,6,Pim1,,,,,,,,
5.00E-08,1.256765321,0.171,0.005,6,Mrgpra2b,,,,,,,,
4.22E-06,1.250789999,0.257,0.038,6,Ssh2,,,,,,,,
8.47E-05,1.250073877,0.171,0.019,6,Pilrb1,,,,,,,,
8.91E-09,1.24087879,0.314,0.046,6,Ninj1,,,,,,,,
1.06E-08,1.240552985,0.286,0.034,6,Snap23,,,,,,,,
1.30E-05,1.226504278,0.171,0.01,6,Gm7665,,,,,,,,
0.000169017,1.225766179,0.2,0.029,6,Sorl1,,,,,,,,
9.32E-07,1.202172107,0.543,0.181,6,Zfp36,,,,,,,,
2.92E-08,1.19573591,0.171,0.004,6,Cd300lb,,,,,,,,
4.28E-05,1.1915112,0.343,0.098,6,Pglyrp1,,,,,,,,
0.000240073,1.185028765,0.2,0.023,6,Pdlim7,,,,,,,,
4.83E-09,1.168353278,0.571,0.28,6,Gmfg,,,,,,,,
0.000508067,1.15248865,0.2,0.041,6,Pirb,,,,,,,,
4.62E-05,1.147059373,0.343,0.11,6,Atg3,,,,,,,,
2.96E-08,1.143315878,0.171,0.005,6,Gcnt2,,,,,,,,
0.002747912,1.133899453,0.2,0.048,6,Rtp4,,,,,,,,
0.0009434,1.118327984,0.2,0.034,6,Adrb2,,,,,,,,
9.38E-13,1.117535874,0.743,0.49,6,Srgn,,,,,,,,
7.37E-05,1.101618394,0.171,0.022,6,Igsf6,,,,,,,,
2.60E-08,1.098808313,0.629,0.355,6,Cdk2ap2,,,,,,,,
5.88E-07,1.093278173,0.371,0.157,6,Gm9835,,,,,,,,
0.001647275,1.090201983,0.171,0.039,6,Isg15,,,,,,,,
5.97E-19,1.079396802,1,0.7,6,Ftl1,,,,,,,,
0.001674227,1.058526837,0.257,0.099,6,Tsc22d3,,,,,,,,
2.91E-05,1.057891076,0.257,0.055,6,Eif4ebp1,,,,,,,,
4.56E-05,1.054051788,0.229,0.047,6,Cd84,,,,,,,,
0.000520117,1.04786775,0.286,0.083,6,2310001H17Rik,,,,,,,,
8.78E-06,1.041709798,0.486,0.23,6,Map1lc3b,,,,,,,,
8.03E-05,1.036627647,0.257,0.073,6,Glipr1,,,,,,,,
2.11E-05,1.03590744,0.2,0.031,6,Fgr,,,,,,,,
0.000298599,1.033244272,0.4,0.153,6,Gpsm3,,,,,,,,
0.001201042,1.029429499,0.171,0.026,6,Tnfrsf1a,,,,,,,,
0.002616846,1.021897072,0.2,0.053,6,Preb,,,,,,,,
0.000394711,1.020134959,0.314,0.154,6,Itgb2,,,,,,,,
0.001625438,1.016609679,0.171,0.043,6,Hist1h1c,,,,,,,,
0.003003782,1.007727496,0.171,0.035,6,Mboat7,,,,,,,,
2.68E-05,0.98872162,0.171,0.024,6,Ebi3,,,,,,,,
9.17E-06,0.988431008,0.286,0.063,6,Pgd,,,,,,,,
1.28E-09,0.9713168,0.8,0.298,6,Fcer1g,,,,,,,,
3.36E-05,0.970816899,0.171,0.023,6,Nfam1,,,,,,,,
0.003025944,0.968227408,0.343,0.132,6,Hmgb2,,,,,,,,
0.000315904,0.963308292,0.314,0.142,6,Rhog,,,,,,,,
1.89E-05,0.959593499,0.2,0.027,6,Slc40a1,,,,,,,,
6.21E-08,0.95731954,0.657,0.259,6,Lyz2,,,,,,,,
9.58E-05,0.955389777,0.371,0.162,6,Sat1,,,,,,,,
0.0012717,0.948727745,0.229,0.058,6,Zfand3,,,,,,,,
4.95E-05,0.9423246,0.171,0.032,6,Raf1,,,,,,,,
0.000151313,0.929683172,0.171,0.032,6,Csf1r,,,,,,,,
0.000278567,0.924151777,0.429,0.192,6,Ctsd,,,,,,,,
3.45E-05,0.918860637,0.257,0.058,6,Vav1,,,,,,,,
5.69E-06,0.913598322,0.629,0.349,6,Gm1821,,,,,,,,
0.006938889,0.906076166,0.2,0.078,6,Rtn3,,,,,,,,
0.004271897,0.904562511,0.343,0.156,6,Sdcbp,,,,,,,,
0.000427971,0.903191727,0.486,0.209,6,Selplg,,,,,,,,
0.001035377,0.90260883,0.2,0.053,6,Rps6ka1,,,,,,,,
0.000602474,0.891982974,0.171,0.04,6,Zfp36l2,,,,,,,,
0.000558599,0.875637971,0.314,0.158,6,Mrpl33,,,,,,,,
0.000963429,0.869513383,0.343,0.154,6,Ier2,,,,,,,,
0.004463802,0.865013195,0.171,0.042,6,Ppp2r5a,,,,,,,,
0.001663613,0.862674661,0.171,0.047,6,Cd44,,,,,,,,
0.000573075,0.852017965,0.429,0.189,6,Cdc42se1,,,,,,,,
