p_val,avg_logFC,pct.1,pct.2,cluster,gene,,celltyppe
8.01E-10,0.667825336,0.513,0.344,14,Rps27,,
2.57E-11,0.649354382,0.337,0.16,14,Ifi27l2a,,
4.16E-09,0.640347602,0.155,0.055,14,Cd68,,
3.39E-05,0.638115705,0.273,0.176,14,Cox7a2l,,
1.33E-06,0.624618387,0.225,0.116,14,Psme2,,
1.76E-05,0.622761509,0.241,0.14,14,H13,,
5.84E-07,0.621073053,0.38,0.252,14,Serinc3,,
6.17E-06,0.608842157,0.155,0.07,14,Gm2a,,
2.76E-08,0.607776443,0.417,0.272,14,Psmb8,,
0.000399445,0.603658022,0.176,0.103,14,Hmgn1,,
8.28E-05,0.599028379,0.187,0.104,14,Rnf187,,
6.47E-06,0.596663147,0.406,0.292,14,Npc2,,
6.47E-05,0.595370563,0.273,0.179,14,mt-Nd5,,
3.58E-08,0.590469876,0.444,0.289,14,Serp1,,
0.000558035,0.585584825,0.257,0.177,14,Hspa5,,
1.61E-05,0.556985176,0.171,0.084,14,Jund,,
1.01E-08,0.555159093,0.46,0.303,14,Laptm5,,
8.10E-10,0.540199747,0.631,0.461,14,Cst3,,
0.000266082,0.531472887,0.348,0.262,14,Psme1,,
0.004248855,0.530965245,0.182,0.121,14,2410006H16Rik,,
4.73E-05,0.527965164,0.171,0.088,14,Fgfr1op2,,
0.000459205,0.520241953,0.198,0.119,14,Selenow,,
2.17E-05,0.505202503,0.278,0.169,14,Ptpn6,,
0.003413395,0.501091648,0.155,0.094,14,Herpud1,,
0.000918727,0.493767624,0.316,0.234,14,Tmed3,,
0.000380065,0.490984708,0.369,0.279,14,Sec11c,,
0.000319448,0.485035375,0.166,0.091,14,Unc93b1,,
1.83E-07,0.470829685,0.556,0.418,14,Sub1,,
0.001297932,0.462454518,0.209,0.136,14,Rap1a,,
0.00024386,0.462113254,0.358,0.269,14,Krtcap2,,
1.14E-08,0.459256303,0.588,0.431,14,H2-D1,,
0.000245451,0.458161709,0.166,0.089,14,Ptprc,,
0.000117417,0.447335067,0.508,0.425,14,Tagln2,,
0.00398848,0.446141328,0.225,0.155,14,Xbp1,,
0.001090974,0.441055754,0.273,0.188,14,Ypel3,,
0.002943815,0.441041278,0.348,0.275,14,Pgls,,
0.00019418,0.43363227,0.508,0.407,14,mt-Nd1,,
0.001528723,0.430821973,0.23,0.152,14,Prkcd,,
1.64E-07,0.424520547,0.615,0.458,14,Emp3,,
2.06E-05,0.410513635,0.551,0.423,14,Rps11,,
0.006347706,0.41043296,0.235,0.171,14,Celf2,,
7.07E-10,0.398120282,0.481,0.268,14,Plac8,,
6.11E-06,0.38111991,0.572,0.419,14,mt-Cytb,,
0.002125867,0.37237051,0.401,0.324,14,Cd47,,
4.51E-05,0.367561482,0.551,0.414,14,Rpl10,,
3.20E-05,0.343183594,0.695,0.622,14,mt-Co1,,
0.003067287,0.334222888,0.16,0.095,14,Il17ra,,
0.009101438,0.31643247,0.465,0.401,14,Sec61b,,
3.34E-05,0.304910575,0.658,0.544,14,Rpl30,,
1.50E-14,0.29553467,0.348,0.142,14,Ighm,,
0.00658603,0.274734136,0.513,0.482,14,Tpt1,,
0.009104234,0.261938262,0.203,0.136,14,Pirb,,
3.41E-162,5.027651972,0.902,0.138,15,Prss34,,Mast cell
8.01E-185,4.361007508,0.885,0.111,15,Mcpt8,,
0,3.995474229,0.91,0.017,15,Cpa3,,
0,3.767006509,0.828,0.006,15,Fcer1a,,
4.53E-193,3.346360868,0.713,0.06,15,Ccl3,,
3.56E-203,2.891538229,0.508,0.026,15,Ccl4,,
0,2.674108998,0.598,0.004,15,Ms4a2,,
3.36E-155,2.498899815,0.615,0.053,15,Ier3,,
0,2.483398328,0.434,0.002,15,Cd200r3,,
2.03E-73,1.971378046,0.615,0.109,15,Ifitm1,,
2.57E-255,1.926294447,0.328,0.006,15,Gata2,,
1.11E-234,1.780156241,0.303,0.006,15,Csrp3,,
7.68E-97,1.719337265,0.221,0.01,15,Rgs1,,
0,1.696432805,0.189,0,15,Alox15,,
2.22E-150,1.646578037,0.213,0.005,15,Itga2b,,
1.36E-51,1.542243298,0.844,0.361,15,Cd63,,
1.90E-183,1.529644791,0.172,0.002,15,Cyp11a1,,
1.41E-177,1.505352816,0.197,0.003,15,Rnase12,,
9.92E-84,1.476901518,0.213,0.011,15,Stx3,,
5.16E-13,1.468462807,0.336,0.132,15,Ccl9,,
6.48E-24,1.272295365,0.205,0.035,15,Cd69,,
3.07E-30,1.231819732,0.254,0.041,15,Lat2,,
1.03E-35,1.229184093,0.754,0.297,15,Ly6e,,
6.26E-43,1.169206479,0.82,0.286,15,Srgn,,
2.07E-27,1.117254222,0.221,0.035,15,Mns1,,
5.65E-19,1.107669369,0.377,0.12,15,Nfkbia,,
1.70E-21,1.096611423,0.549,0.221,15,Calr,,
2.14E-19,1.095050552,0.434,0.152,15,Hist1h1c,,
1.08E-17,1.090203113,0.41,0.151,15,Hsp90b1,,
1.34E-17,1.076948035,0.197,0.04,15,Itgb7,,
9.51E-20,1.063921476,0.205,0.04,15,Itm2c,,
2.93E-18,1.058663319,0.279,0.073,15,Hist1h2bc,,
4.83E-15,1.055551895,0.311,0.104,15,Spn,,
8.48E-24,1.053279084,0.221,0.039,15,Plgrkt,,
1.30E-23,1.04979863,0.377,0.1,15,Apoe,,
2.29E-23,1.039384351,0.762,0.412,15,H3f3b,,
4.73E-15,1.003688072,0.18,0.04,15,Cbfa2t3,,
5.56E-21,0.989487971,0.189,0.033,15,Runx1,,
1.46E-25,0.987907346,0.705,0.311,15,Ctsg,,
6.32E-13,0.972324817,0.279,0.094,15,Nucb1,,
1.28E-16,0.971125875,0.213,0.049,15,Jun,,
4.47E-17,0.965974571,0.336,0.105,15,Man2b1,,
6.68E-09,0.942641013,0.189,0.063,15,Os9,,
2.33E-20,0.935801151,0.639,0.267,15,Plac8,,
1.04E-12,0.924537283,0.23,0.066,15,Klf6,,
3.43E-11,0.908461869,0.189,0.053,15,Emilin2,,
1.05E-11,0.906914856,0.156,0.037,15,H1f0,,
1.56E-13,0.902884392,0.336,0.12,15,Hdc,,
2.03E-14,0.883532403,0.541,0.264,15,Ier2,,
6.19E-13,0.873485086,0.361,0.14,15,Cst7,,
1.99E-12,0.867355434,0.467,0.222,15,Lmo4,,
2.60E-10,0.853128184,0.221,0.072,15,Alox5,,
9.36E-09,0.836261881,0.221,0.08,15,Csf2rb,,
4.54E-12,0.831615527,0.197,0.053,15,Ms4a6b,,
4.93E-13,0.830526562,0.156,0.034,15,Ptms,,
2.46E-09,0.829913706,0.221,0.076,15,Osm,,
3.68E-07,0.826537291,0.156,0.053,15,Dapp1,,
4.93E-11,0.808149587,0.164,0.043,15,Adk,,
4.74E-08,0.749715266,0.197,0.07,15,Cyp4f18,,
2.72E-13,0.740113313,0.557,0.274,15,Lgals1,,
6.34E-11,0.739823024,0.393,0.176,15,Napsa,,
4.82E-06,0.723840102,0.295,0.158,15,Rfc2,,
1.11E-07,0.711110056,0.328,0.16,15,Gng12,,
1.99E-16,0.70903421,0.549,0.228,15,Crip1,,
3.41E-05,0.685069655,0.238,0.121,15,2410006H16Rik,,
2.88E-07,0.684348326,0.443,0.268,15,Krtcap2,,
2.37E-05,0.664748104,0.303,0.164,15,Lilr4b,,
3.39E-05,0.654361474,0.279,0.155,15,Cks2,,
7.13E-10,0.63762389,0.639,0.414,15,Ubb,,
2.23E-10,0.617779665,0.656,0.414,15,Rpl10,,
1.42E-05,0.612209454,0.172,0.071,15,Gm2a,,
0.000394735,0.601138033,0.164,0.08,15,Rab44,,
1.98E-05,0.599798918,0.402,0.253,15,Rgs2,,
2.45E-07,0.591561166,0.525,0.339,15,Fxyd5,,
0.000205714,0.591294274,0.18,0.088,15,Slc3a2,,
0.00398637,0.586752534,0.197,0.118,15,Ppib,,
2.20E-07,0.575032272,0.598,0.424,15,Tagln2,,
0.000854523,0.569743058,0.156,0.077,15,Csrp1,,
1.40E-08,0.569494992,0.393,0.189,15,Cd9,,
2.54E-06,0.561282683,0.434,0.257,15,Cd53,,
0.000217364,0.557139739,0.295,0.177,15,Metap2,,
2.27E-05,0.554538236,0.164,0.067,15,Ubald2,,
0.009855999,0.552490094,0.246,0.169,15,Mbnl1,,
9.75E-08,0.552445716,0.516,0.316,15,Myl12b,,
7.67E-05,0.551053671,0.18,0.082,15,Ppp1r11,,
0.00354651,0.546235707,0.18,0.103,15,Malat1,,
0.001495165,0.535937794,0.238,0.145,15,Ube2l3,,
0.000608764,0.534174962,0.27,0.163,15,Rpn2,,
0.002782418,0.533515292,0.164,0.09,15,Hp1bp3,,
0.000227421,0.531536308,0.295,0.177,15,Hspa5,,
6.00E-05,0.526322259,0.369,0.226,15,Fcgr3,,
1.14E-06,0.523604205,0.508,0.327,15,Calm2,,
0.000785725,0.518917732,0.221,0.125,15,Pdia3,,
0.004707939,0.515220105,0.205,0.127,15,Mat2a,,
0.00031586,0.505889841,0.352,0.226,15,P4hb,,
0.000658249,0.468423006,0.295,0.184,15,Ap3s1,,
0.000127602,0.467391107,0.164,0.071,15,Ccr1,,
0.001244541,0.463134883,0.172,0.09,15,Tm9sf3,,
0.000156859,0.462095045,0.361,0.227,15,Mpc2,,
0.000684265,0.461614935,0.197,0.103,15,Hvcn1,,
0.000144043,0.447073775,0.393,0.253,15,Serinc3,,
0.003061292,0.434916219,0.279,0.183,15,Ssr2,,
0.004328879,0.433906827,0.23,0.141,15,Hcst,,
5.72E-05,0.432532976,0.32,0.178,15,Dusp1,,
7.92E-05,0.431331495,0.352,0.21,15,Rabac1,,
1.60E-05,0.431290436,0.664,0.514,15,Alox5ap,,
3.52E-05,0.430572407,0.623,0.451,15,Cmtm7,,
0.002707076,0.427112205,0.516,0.411,15,Rpl15,,
0.001280217,0.420431649,0.205,0.112,15,Crlf2,,
0.006459164,0.414945979,0.164,0.094,15,Trappc6a,,
0.006580385,0.412665023,0.328,0.239,15,Ssr4,,
0.001449154,0.407875669,0.295,0.188,15,Arhgap45,,
0.003322037,0.401319258,0.377,0.272,15,Arl6ip1,,
5.68E-06,0.386947512,0.328,0.166,15,Ptprcap,,
0.000516595,0.383353129,0.295,0.174,15,Nfe2,,
0.009032877,0.375639162,0.377,0.288,15,Dbi,,
3.07E-05,0.367003796,0.484,0.301,15,Ms4a3,,
0.000682692,0.366313248,0.344,0.219,15,Lgals9,,
0.000966684,0.363965884,0.172,0.085,15,Hacd4,,
0.001631924,0.359169499,0.557,0.436,15,Rpl38,,
0.007829512,0.358946329,0.238,0.153,15,Tln1,,
0.001356313,0.352467896,0.246,0.142,15,S100a10,,
0.002536525,0.348001565,0.352,0.245,15,H2afv,,
7.33E-06,0.338180707,0.475,0.278,15,Nkg7,,
0.002415015,0.326408837,0.27,0.165,15,Shisa5,,
0.004724108,0.322665469,0.516,0.414,15,Rpl14,,
0.001371915,0.318132692,0.549,0.441,15,Rpl37a,,
0.0051051,0.312642124,0.598,0.499,15,Tspo,,
0.002760587,0.289766046,0.557,0.424,15,Rps11,,
0.006775237,0.287089263,0.598,0.472,15,Rpl17,,
0.005948894,0.283571819,0.525,0.405,15,Rps19,,
0.004247881,0.27595131,0.402,0.281,15,Tyrobp,,
0,3.416500867,0.593,0.008,16,Fcna,,Dendritic cell_H2-Eb1 high
0,3.317767795,0.648,0.006,16,C1qc,,
1.64E-208,3.186653132,0.574,0.015,16,C1qb,,
0,3.162356434,0.648,0.011,16,C1qa,,
8.27E-119,2.911925085,0.611,0.032,16,Hmox1,,
4.36E-46,2.798175303,0.426,0.042,16,Vcam1,,
1.35E-42,2.734685975,0.63,0.101,16,Apoe,,
6.98E-98,2.498123787,0.704,0.053,16,Selenop,,
0,2.362861816,0.333,0.002,16,Cd5l,,
7.25E-83,2.178392101,0.37,0.017,16,Pld3,,
4.82E-209,2.149134575,0.352,0.005,16,Axl,,
8.13E-13,2.109353068,0.648,0.342,16,Ftl1,,
0,2.068885417,0.37,0.001,16,Igf1,,
4.76E-22,2.024222544,0.778,0.297,16,Ctsb,,
4.13E-38,2.005588966,0.389,0.04,16,Slc40a1,,
3.34E-37,1.912498045,0.333,0.03,16,Trf,,
8.74E-06,1.84711788,0.185,0.052,16,H2-Eb1,,
0.000125277,1.832385129,0.204,0.072,16,H2-Aa,,
5.41E-36,1.810809331,0.444,0.054,16,Cd68,,
4.25E-158,1.783883491,0.278,0.004,16,Sdc3,,
6.18E-05,1.768236013,0.37,0.174,16,Cd74,,
2.12E-36,1.731894849,0.222,0.014,16,Lpl,,
6.42E-33,1.71449733,0.278,0.024,16,Aif1,,
9.37E-14,1.711204259,0.685,0.299,16,Fth1,,
1.56E-18,1.682272796,0.648,0.217,16,Ctsd,,
8.76E-06,1.65237042,0.259,0.089,16,Ftl1-ps1,,
4.73E-101,1.605508958,0.167,0.002,16,Spic,,
3.97E-10,1.583183463,0.259,0.061,16,Ctsc,,
4.02E-55,1.56480751,0.222,0.009,16,Lgmn,,
0.000738582,1.519529185,0.259,0.117,16,H2-Ab1,,
2.05E-20,1.516819182,0.296,0.042,16,Lgals3bp,,
1.69E-111,1.476904663,0.204,0.003,16,Maf,,
4.42E-173,1.452777631,0.167,0.001,16,Mrc1,,
2.89E-133,1.438454776,0.167,0.001,16,Ccr3,,
2.79E-15,1.431790228,0.481,0.129,16,Ctss,,
5.58E-184,1.388657182,0.167,0.001,16,Itgad,,
5.60E-53,1.374497049,0.185,0.006,16,Prnp,,
4.46E-16,1.354734048,0.333,0.063,16,Sirpa,,
1.42E-30,1.353752312,0.296,0.029,16,Glul,,
4.43E-14,1.331684358,0.204,0.029,16,Lipa,,
1.41E-33,1.311031043,0.185,0.01,16,Fcgrt,,
2.33E-08,1.306661846,0.444,0.175,16,Cfp,,
8.04E-12,1.297656432,0.259,0.052,16,Ear2,,
2.59E-08,1.286819857,0.611,0.336,16,Psap,,
3.64E-30,1.25841392,0.222,0.016,16,Marcks,,
5.27E-08,1.250075858,0.463,0.211,16,Creg1,,
3.06E-58,1.239476055,0.204,0.007,16,Adgre1,,
2.59E-41,1.215392812,0.167,0.007,16,Il18,,
1.02E-25,1.20891856,0.167,0.011,16,Acp2,,
3.39E-12,1.201538747,0.241,0.045,16,Csf1r,,
1.81E-16,1.199564954,0.37,0.074,16,AW112010,,
1.13E-09,1.169938935,0.315,0.086,16,Slc48a1,,
4.42E-18,1.164818098,0.185,0.019,16,Tbxas1,,
7.69E-38,1.162799633,0.167,0.007,16,Slfn5,,
2.60E-09,1.15374586,0.204,0.041,16,Itm2c,,
5.30E-10,1.11839915,0.352,0.102,16,Cyb5a,,
7.59E-47,1.059053189,0.167,0.006,16,Hpgd,,
4.79E-09,1.051610837,0.167,0.03,16,Dnase2a,,
1.20E-08,1.035307884,0.759,0.539,16,Itm2b,,
4.13E-05,1.021483033,0.259,0.097,16,Laptm4a,,
1.63E-12,1.00488478,0.167,0.022,16,Clec4a3,,
2.05E-09,0.994786783,0.167,0.029,16,Serpinb6a,,
2.89E-05,0.98891784,0.241,0.085,16,Ctsa,,
0.000110408,0.973829733,0.185,0.062,16,Acot9,,
4.22E-10,0.959214392,0.185,0.032,16,Cndp2,,
6.64E-07,0.943584109,0.315,0.106,16,Mpeg1,,
3.06E-16,0.94127359,0.185,0.021,16,Clec4a1,,
6.04E-06,0.912436581,0.63,0.411,16,B2m,,
7.02E-06,0.907706141,0.204,0.06,16,Rtn4,,
4.15E-09,0.903065977,0.296,0.079,16,Cd81,,
2.20E-08,0.887436199,0.519,0.216,16,Grn,,
3.77E-05,0.86008594,0.333,0.145,16,Ctsz,,
5.92E-05,0.850009896,0.407,0.209,16,Lamp1,,
0.004773166,0.848829504,0.37,0.231,16,Prdx1,,
3.27E-06,0.825358561,0.537,0.279,16,Akr1a1,,
7.75E-07,0.815156227,0.278,0.087,16,Hexb,,
7.05E-05,0.807188005,0.278,0.111,16,Sdhc,,
1.31E-08,0.805394576,0.167,0.031,16,Blvra,,
0.005043178,0.790992619,0.204,0.094,16,Wfdc17,,
0.00039397,0.763022125,0.204,0.077,16,Ninj1,,
0.000604188,0.709567364,0.185,0.067,16,Atp6v1b2,,
0.0006985,0.704804075,0.185,0.069,16,Parl,,
0.001593992,0.702438493,0.315,0.159,16,Mt1,,
0.001870184,0.67686383,0.185,0.075,16,Snx5,,
0.000236233,0.657777681,0.315,0.136,16,Ifi27,,
0.000240993,0.655644736,0.167,0.054,16,Chchd3,,
0.00605942,0.652806382,0.389,0.253,16,Atox1,,
0.003626636,0.635932856,0.278,0.143,16,Ctsh,,
6.40E-06,0.59805007,0.204,0.057,16,Fyb,,
0.000231047,0.59077524,0.315,0.136,16,Pirb,,
0.006863266,0.577169484,0.167,0.072,16,Mob1a,,
0.003894444,0.562942938,0.259,0.129,16,Ifngr1,,
0.000242405,0.561106811,0.167,0.053,16,Cnpy3,,
0.006939987,0.551993098,0.241,0.12,16,Selenow,,
0.005860268,0.511570299,0.204,0.094,16,Idh3b,,
0.001593511,0.480352166,0.63,0.421,16,Gabarap,,
0.001378661,0.470858291,0.315,0.15,16,Plbd1,,
0.004334291,0.461430715,0.426,0.252,16,Clta,,
0.00392412,0.458078572,0.222,0.101,16,Mrps16,,
0.00831178,0.447282154,0.315,0.18,16,mt-Nd5,,
0.006975535,0.441215396,0.222,0.106,16,Rogdi,,
0.007615712,0.415658887,0.241,0.12,16,Irf8,,
0.00064515,0.401193032,0.593,0.366,16,Cd63,,
0.009738874,0.393206453,0.259,0.135,16,Sdcbp,,
0.003956502,0.38442606,0.185,0.076,16,Pilrb1,,
0.000254421,0.380099045,0.833,0.588,16,Cyba,,
0.001435543,0.340872749,0.87,0.713,16,Fcer1g,,
0.007902053,0.326010731,0.444,0.272,16,Arl6ip1,,
2.13E-23,1.647340109,1,0.288,17,Mpo,,Monocyte_Mif high
1.60E-21,1.487084909,1,0.314,17,Ctsg,,
2.80E-20,1.465586068,1,0.319,17,Prtn3,,
2.36E-22,1.414878778,1,0.27,17,Plac8,,
2.67E-20,1.414848664,1,0.282,17,Elane,,
2.88E-32,1.313521411,0.933,0.141,17,Cst7,,
7.26E-18,1.287114434,0.967,0.291,17,Srgn,,
2.69E-18,1.265532307,0.967,0.278,17,Nkg7,,
1.83E-17,1.203837553,0.967,0.301,17,Ms4a3,,
7.03E-21,1.176535482,0.967,0.223,17,Calr,,
6.72E-19,1.09560879,0.967,0.228,17,Gstm1,,
9.24E-16,1.094739346,1,0.359,17,Rps2,,
8.05E-23,1.072201919,0.833,0.146,17,Rgcc,,
6.65E-16,1.061177848,1,0.314,17,Slc25a5,,
1.72E-23,1.033927012,0.967,0.182,17,Ssr2,,
1.09E-15,0.99546385,1,0.311,17,Rps12,,
2.47E-14,0.99318143,1,0.349,17,Rps8,,
1.06E-15,0.990970357,1,0.309,17,Rps23,,
2.30E-15,0.986170382,1,0.298,17,Rpl23,,
1.64E-13,0.977141,1,0.422,17,Rpl32,,
2.87E-55,0.973688719,0.767,0.057,17,Sdf2l1,,
9.47E-26,0.965066833,1,0.176,17,Hspa5,,
9.67E-14,0.963431868,1,0.405,17,Rps19,,
4.88E-14,0.961304325,1,0.322,17,Rps20,,
8.69E-15,0.959966777,1,0.307,17,Rps16,,
4.29E-49,0.950066966,0.633,0.044,17,Vat1,,
9.02E-29,0.947143228,0.833,0.117,17,C1qbp,,
4.51E-12,0.938875469,1,0.456,17,Rpl13,,
1.80E-14,0.936968577,1,0.319,17,Rps7,,
1.13E-12,0.93451135,1,0.437,17,Rps9,,
2.81E-14,0.927153596,1,0.338,17,Ptma,,
1.73E-13,0.923589688,1,0.332,17,Rps13,,
1.91E-21,0.921388103,0.867,0.158,17,Mt1,,
1.28E-13,0.921351522,1,0.332,17,Rpl3,,
1.75E-15,0.921097185,0.9,0.222,17,Mif,,
1.43E-37,0.917167669,0.767,0.079,17,Srm,,
1.04E-11,0.911145282,1,0.419,17,Rps29,,
4.10E-12,0.909061038,1,0.452,17,Rpl41,,
5.26E-13,0.907630879,1,0.383,17,Rps3,,
1.21E-11,0.901188938,1,0.422,17,Rpl18a,,
1.89E-13,0.900674099,1,0.33,17,Rps5,,
2.20E-17,0.889864429,0.967,0.225,17,P4hb,,
1.65E-12,0.88582263,1,0.445,17,Gpx1,,
2.92E-11,0.882431113,0.967,0.422,17,Rps3a1,,
1.73E-11,0.86660207,1,0.42,17,Rps26,,
8.01E-25,0.86062492,0.867,0.138,17,Pebp1,,
1.36E-11,0.858431948,1,0.407,17,mt-Nd1,,
1.12E-11,0.858004882,1,0.415,17,Rpl10,,
1.51E-27,0.851499098,0.967,0.15,17,Pdia6,,
7.16E-12,0.849604107,1,0.386,17,Rps17,,
1.13E-11,0.848445874,1,0.413,17,Rpl14,,
1.91E-12,0.847420424,1,0.333,17,Rpl18,,
3.76E-11,0.841354995,1,0.42,17,mt-Cytb,,
6.52E-11,0.827577471,1,0.423,17,Rps14,,
3.14E-11,0.80629148,1,0.405,17,Rplp0,,
6.70E-11,0.801500711,1,0.411,17,Rplp1,,
9.18E-11,0.799379413,1,0.405,17,Rpl4,,
8.24E-11,0.795111153,1,0.447,17,Rps27a,,
2.02E-11,0.791398425,1,0.372,17,Rps24,,
1.03E-10,0.789794972,1,0.423,17,Rps11,,
3.21E-11,0.787803961,1,0.415,17,Ubb,,
2.62E-11,0.784488536,1,0.36,17,Rpl26,,
3.66E-19,0.783396737,0.733,0.127,17,Prss57,,
4.90E-10,0.776858499,1,0.442,17,Rpsa,,
1.87E-08,0.775499186,0.867,0.384,17,Ly6c2,,
1.30E-34,0.775377373,0.6,0.055,17,Alas1,,
3.41E-29,0.768470985,0.467,0.041,17,Dmkn,,
6.88E-18,0.766165057,0.767,0.143,17,Gsto1,,
3.13E-10,0.760698935,1,0.421,17,Rps15a,,
3.68E-11,0.758640166,0.967,0.322,17,Rpl36al,,
1.50E-59,0.751411295,0.467,0.021,17,Fkbp11,,
3.85E-10,0.744935768,1,0.406,17,Rpl11,,
1.18E-11,0.737165066,1,0.345,17,Rps27,,
9.86E-14,0.736332455,1,0.268,17,Krtcap2,,
1.18E-09,0.724342105,1,0.417,17,Rplp2,,
1.51E-08,0.722503023,0.9,0.366,17,Cd63,,
7.51E-09,0.720433673,0.967,0.426,17,Rpl8,,
3.03E-22,0.716814672,0.6,0.08,17,Cdk6,,
2.09E-27,0.710490179,0.467,0.043,17,Abhd11,,
3.55E-24,0.709217925,0.8,0.12,17,Cct6a,,
4.79E-14,0.705904235,0.867,0.207,17,Nhp2,,
1.03E-25,0.702942053,0.5,0.051,17,Bzw2,,
7.52E-22,0.695841034,0.933,0.167,17,Eif3g,,
7.16E-16,0.694210944,0.967,0.223,17,Etfb,,
9.47E-09,0.694034237,1,0.407,17,Hspa8,,
5.04E-20,0.692424279,0.367,0.037,17,Ifrd2,,
6.59E-27,0.692256046,0.6,0.068,17,Kdelr2,,
8.85E-09,0.681115654,1,0.409,17,Eef1a1,,
3.63E-16,0.678805501,0.6,0.103,17,Manf,,
1.75E-10,0.676903194,0.967,0.316,17,Rpl21,,
2.71E-44,0.676591194,0.667,0.053,17,Erp44,,
1.66E-36,0.670585099,0.533,0.042,17,G6pc3,,
1.57E-32,0.669562567,0.7,0.075,17,Polr2l,,
2.20E-42,0.663374201,0.467,0.029,17,Mfsd13a,,
4.72E-18,0.657027541,0.9,0.179,17,Ncl,,
4.24E-14,0.650958243,0.967,0.238,17,Ssr4,,
1.06E-24,0.650681316,0.8,0.117,17,Cacybp,,
5.74E-21,0.648718773,0.833,0.141,17,Bola2,,
1.88E-29,0.648341288,0.867,0.116,17,Igfbp4,,
2.43E-25,0.644991438,0.533,0.058,17,Lrrc59,,
4.55E-33,0.634589647,0.5,0.041,17,Impdh1,,
3.86E-18,0.631850699,0.867,0.167,17,Ramp1,,
5.86E-15,0.631423998,0.867,0.194,17,Cdk4,,
2.31E-14,0.625416828,0.967,0.234,17,Tmed3,,
2.83E-18,0.624436697,0.933,0.187,17,Hspe1,,
5.47E-09,0.622921911,1,0.367,17,Rpl36,,
1.29E-26,0.621019839,0.5,0.049,17,Nudcd2,,
5.35E-08,0.614264905,1,0.441,17,Rpl37a,,
2.24E-10,0.609413176,0.967,0.299,17,Atp5g1,,
1.07E-08,0.60863534,1,0.367,17,Rps6,,
9.31E-08,0.608337477,0.933,0.379,17,Rps4x,,
5.67E-13,0.605999369,0.833,0.202,17,Nop10,,
7.89E-14,0.605517649,1,0.249,17,Rpl22l1,,
1.13E-07,0.605086034,1,0.452,17,Cmtm7,,
9.50E-10,0.601553384,0.967,0.316,17,Ybx1,,
4.02E-08,0.600196408,1,0.401,17,Sec61b,,
4.41E-07,0.599867669,1,0.448,17,Ppia,,
6.59E-25,0.594826907,0.667,0.086,17,Set,,
2.24E-19,0.594485299,0.8,0.14,17,Tmed9,,
5.66E-23,0.593751198,0.533,0.063,17,Hspa9,,
1.63E-15,0.588552018,0.667,0.125,17,Pdia3,,
2.47E-11,0.587985625,0.933,0.258,17,Gas5,,
1.20E-07,0.585171092,1,0.485,17,mt-Nd4,,
1.31E-22,0.584040813,0.4,0.038,17,Sssca1,,
1.21E-18,0.583800453,1,0.2,17,Rpl7a,,
6.78E-29,0.583151754,0.567,0.057,17,Plscr3,,
6.72E-08,0.581813042,1,0.403,17,Rpl9,,
3.99E-07,0.581254759,1,0.479,17,Eif5a,,
3.04E-16,0.577884022,1,0.221,17,Ranbp1,,
2.13E-29,0.575481114,0.5,0.045,17,B230118H07Rik,,
1.46E-08,0.575364924,0.967,0.345,17,Serbp1,,
8.39E-08,0.575329174,0.867,0.307,17,Hsp90ab1,,
4.90E-19,0.573457566,0.6,0.089,17,Pin1,,
3.39E-21,0.573419433,0.767,0.122,17,Psmb5,,
3.71E-26,0.57249718,0.6,0.069,17,Strap,,
8.45E-14,0.5700571,0.9,0.215,17,Hsp90aa1,,
2.81E-54,0.569851623,0.367,0.014,17,Paox,,
6.40E-14,0.565161802,0.467,0.076,17,Syce2,,
8.35E-16,0.564905004,0.867,0.183,17,Cct8,,
2.81E-26,0.564169049,0.667,0.082,17,Mfsd10,,
1.63E-15,0.563769416,0.667,0.124,17,Cenpx,,
5.12E-19,0.562146248,0.6,0.089,17,Ostc,,
4.81E-07,0.561991822,1,0.476,17,Cfl1,,
1.56E-17,0.56032485,0.633,0.104,17,Fkbp4,,
4.02E-14,0.558945789,0.9,0.209,17,Clec12a,,
5.92E-14,0.557899058,0.733,0.152,17,Pa2g4,,
6.03E-29,0.557709151,0.7,0.082,17,Prpf19,,
2.11E-18,0.556001733,0.8,0.145,17,Ddost,,
1.70E-25,0.554500598,0.8,0.113,17,Glrx3,,
4.37E-23,0.553277393,0.6,0.076,17,Nars,,
4.81E-32,0.552520992,0.8,0.094,17,Idh2,,
1.90E-35,0.552265684,0.467,0.034,17,Hsdl2,,
1.81E-10,0.550620724,0.967,0.287,17,Dbi,,
6.72E-19,0.54879978,0.567,0.082,17,Dkc1,,
3.03E-17,0.546658999,0.7,0.123,17,Rpn1,,
1.59E-18,0.54624584,0.533,0.075,17,Hspd1,,
1.91E-18,0.546240121,0.633,0.1,17,Mrpl15,,
1.79E-12,0.54609344,1,0.265,17,Eef1g,,
3.39E-26,0.543031341,0.433,0.039,17,Tm2d3,,
1.66E-08,0.541516094,1,0.351,17,Pabpc1,,
7.01E-07,0.540107531,1,0.444,17,Rps18,,
2.53E-25,0.536833483,0.667,0.084,17,Ruvbl2,,
1.47E-17,0.535665056,0.7,0.121,17,Dtymk,,
2.33E-23,0.534866851,0.767,0.113,17,Cct2,,
5.25E-29,0.532481233,0.667,0.076,17,Cnih1,,
1.54E-47,0.532212688,0.367,0.016,17,Mlh1,,
2.60E-14,0.53044153,0.933,0.214,17,Nme1,,
3.97E-27,0.529157244,0.467,0.043,17,Gatm,,
